dancer_id,role,dance,level,total_points,update_date
231,Follower,West Coast Swing,Master,249,2024-02-18
231,Follower,West Coast Swing,Master,251,2024-03-09
396,Leader,West Coast Swing,Master,5,2024-02-18
396,Leader,West Coast Swing,Master,6,2024-03-09
764,Leader,West Coast Swing,Champion,371,2024-02-18
764,Leader,West Coast Swing,Champion,373,2024-03-09
1054,Follower,West Coast Swing,Master,151,2024-02-18
1054,Follower,West Coast Swing,Master,155,2024-03-09
1420,Leader,West Coast Swing,Master,20,2024-02-18
1420,Leader,West Coast Swing,Master,30,2024-03-09
1629,Leader,West Coast Swing,Master,9,2024-02-18
1629,Leader,West Coast Swing,Master,15,2024-03-09
1629,Leader,West Coast Swing,Sophisticated,10,2024-02-18
1629,Leader,West Coast Swing,Sophisticated,11,2024-03-09
1659,Leader,West Coast Swing,Master,531,2024-02-18
1659,Leader,West Coast Swing,Master,539,2024-03-09
2256,Leader,West Coast Swing,Master,1,2024-03-09
2495,Follower,West Coast Swing,Sophisticated,51,2024-02-18
2495,Follower,West Coast Swing,Sophisticated,66,2024-03-09
2894,Leader,West Coast Swing,Master,437,2024-02-18
2894,Leader,West Coast Swing,Master,439,2024-03-09
2895,Follower,West Coast Swing,Intermediate,14,2024-02-18
2895,Follower,West Coast Swing,Intermediate,16,2024-03-09
3125,Leader,West Coast Swing,Champion,659,2024-02-18
3125,Leader,West Coast Swing,Champion,665,2024-03-09
3805,Follower,West Coast Swing,Champion,76,2024-02-18
3805,Follower,West Coast Swing,Champion,80,2024-03-09
3897,Follower,West Coast Swing,Master,121,2024-02-18
3897,Follower,West Coast Swing,Master,131,2024-03-09
3987,Follower,West Coast Swing,Master,10,2024-02-18
4033,Follower,West Coast Swing,Sophisticated,32,2024-02-18
4033,Follower,West Coast Swing,Sophisticated,33,2024-03-09
4152,Leader,West Coast Swing,Champion,82,2024-02-18
4152,Leader,West Coast Swing,Champion,83,2024-03-09
4295,Follower,West Coast Swing,Master,56,2024-02-18
4295,Follower,West Coast Swing,Master,59,2024-03-09
4439,Follower,West Coast Swing,Master,122,2024-02-18
4439,Follower,West Coast Swing,Master,125,2024-03-09
4689,Leader,West Coast Swing,Sophisticated,1,2024-02-18
4689,Leader,West Coast Swing,Sophisticated,5,2024-03-09
4717,Leader,West Coast Swing,Master,1,2024-02-18
4717,Leader,West Coast Swing,Master,2,2024-03-09
4754,Leader,West Coast Swing,Master,89,2024-02-18
4754,Leader,West Coast Swing,Master,91,2024-03-09
4877,Leader,West Coast Swing,Master,4,2024-02-18
4877,Leader,West Coast Swing,Master,8,2024-03-09
4898,Leader,West Coast Swing,Sophisticated,8,2024-02-18
4898,Leader,West Coast Swing,Sophisticated,14,2024-03-09
4985,Leader,West Coast Swing,Master,5,2024-02-18
4985,Leader,West Coast Swing,Master,6,2024-03-09
5103,Leader,West Coast Swing,Champion,65,2024-02-18
5103,Leader,West Coast Swing,Champion,66,2024-03-09
5170,Leader,West Coast Swing,Master,640,2024-02-18
5170,Leader,West Coast Swing,Master,646,2024-03-09
5178,Follower,West Coast Swing,Champion,46,2024-02-18
5178,Follower,West Coast Swing,Champion,49,2024-03-09
5372,Follower,West Coast Swing,Champion,74,2024-02-18
5372,Follower,West Coast Swing,Champion,75,2024-03-09
5421,Leader,West Coast Swing,Champion,176,2024-02-18
5421,Leader,West Coast Swing,Champion,177,2024-03-09
5521,Leader,West Coast Swing,Master,111,2024-02-18
5521,Leader,West Coast Swing,Master,115,2024-03-09
5676,Leader,West Coast Swing,Intermediate,29,2024-02-18
5676,Leader,West Coast Swing,Intermediate,30,2024-03-09
5812,Leader,West Coast Swing,Master,89,2024-02-18
5812,Leader,West Coast Swing,Master,103,2024-03-09
5828,Leader,West Coast Swing,Sophisticated,1,2024-03-09
5861,Follower,West Coast Swing,Sophisticated,39,2024-02-18
5861,Follower,West Coast Swing,Sophisticated,40,2024-03-09
6228,Follower,West Coast Swing,Advanced,49,2024-02-18
6228,Follower,West Coast Swing,Advanced,59,2024-03-09
6228,Follower,West Coast Swing,Sophisticated,5,2024-02-18
6228,Follower,West Coast Swing,Sophisticated,13,2024-03-09
6448,Leader,West Coast Swing,Master,71,2024-02-18
6448,Leader,West Coast Swing,Master,79,2024-03-09
6477,Follower,West Coast Swing,Advanced,44,2024-02-18
6477,Follower,West Coast Swing,Advanced,46,2024-03-09
6581,Follower,West Coast Swing,Champion,149,2024-02-18
6581,Follower,West Coast Swing,Champion,155,2024-03-09
6616,Follower,West Coast Swing,Master,655,2024-02-18
6616,Follower,West Coast Swing,Master,657,2024-03-09
6616,Follower,West Coast Swing,Sophisticated,25,2024-02-18
6616,Follower,West Coast Swing,Sophisticated,26,2024-03-09
6761,Follower,West Coast Swing,Champion,184,2024-02-18
6761,Follower,West Coast Swing,Champion,187,2024-03-09
6851,Leader,West Coast Swing,Sophisticated,17,2024-02-18
6851,Leader,West Coast Swing,Sophisticated,25,2024-03-09
6894,Leader,West Coast Swing,Sophisticated,2,2024-03-09
6916,Follower,West Coast Swing,Sophisticated,26,2024-02-18
6916,Follower,West Coast Swing,Sophisticated,36,2024-03-09
7039,Leader,West Coast Swing,All-Star,43,2024-02-18
7039,Leader,West Coast Swing,All-Star,45,2024-03-09
7124,Leader,West Coast Swing,All-Star,159,2024-02-18
7124,Leader,West Coast Swing,All-Star,161,2024-03-09
7225,Leader,West Coast Swing,Advanced,7,2024-02-18
7225,Leader,West Coast Swing,Advanced,9,2024-03-09
7258,Leader,West Coast Swing,All-Star,163,2024-02-18
7258,Leader,West Coast Swing,All-Star,164,2024-03-09
7305,Leader,West Coast Swing,All-Star,157,2024-02-18
7305,Leader,West Coast Swing,All-Star,158,2024-03-09
7310,Follower,West Coast Swing,Sophisticated,8,2024-02-18
7310,Follower,West Coast Swing,Sophisticated,12,2024-03-09
7332,Follower,West Coast Swing,Novice,3,2024-02-18
7332,Follower,West Coast Swing,Novice,5,2024-03-09
7361,Leader,West Coast Swing,All-Star,150,2024-02-18
7361,Leader,West Coast Swing,All-Star,160,2024-03-09
7394,Follower,West Coast Swing,Advanced,57,2024-02-18
7394,Follower,West Coast Swing,Advanced,58,2024-03-09
7498,Leader,West Coast Swing,Master,399,2024-02-18
7498,Leader,West Coast Swing,Master,401,2024-03-09
7513,Follower,West Coast Swing,Intermediate,2,2024-02-18
7513,Follower,West Coast Swing,Intermediate,8,2024-03-09
7562,Leader,West Coast Swing,Master,3,2024-02-18
7562,Follower,West Coast Swing,Master,42,2024-02-18
7562,Follower,West Coast Swing,Master,45,2024-03-09
7576,Leader,West Coast Swing,Sophisticated,15,2024-02-18
7576,Leader,West Coast Swing,Sophisticated,25,2024-03-09
7646,Follower,West Coast Swing,All-Star,132,2024-02-18
7646,Follower,West Coast Swing,All-Star,135,2024-03-09
7652,Leader,West Coast Swing,Sophisticated,1,2024-02-18
7652,Leader,West Coast Swing,Sophisticated,5,2024-03-09
7841,Follower,West Coast Swing,Master,301,2024-02-18
7841,Follower,West Coast Swing,Master,305,2024-03-09
7844,Leader,West Coast Swing,Sophisticated,14,2024-02-18
7844,Leader,West Coast Swing,Sophisticated,15,2024-03-09
7856,Leader,West Coast Swing,Intermediate,8,2024-03-09
7857,Follower,West Coast Swing,Champion,20,2024-02-18
7857,Follower,West Coast Swing,Champion,21,2024-03-09
7909,Follower,West Coast Swing,Master,194,2024-02-18
7909,Follower,West Coast Swing,Master,200,2024-03-09
7918,Leader,West Coast Swing,All-Star,172,2024-02-18
7918,Leader,West Coast Swing,All-Star,177,2024-03-09
8004,Follower,West Coast Swing,Champion,29,2024-02-18
8004,Follower,West Coast Swing,Champion,31,2024-03-09
8129,Follower,West Coast Swing,Sophisticated,17,2024-02-18
8129,Follower,West Coast Swing,Sophisticated,29,2024-03-09
8194,Leader,West Coast Swing,Intermediate,3,2024-02-18
8194,Leader,West Coast Swing,Intermediate,4,2024-03-09
8270,Leader,West Coast Swing,Novice,7,2024-02-18
8270,Leader,West Coast Swing,Novice,8,2024-03-09
8282,Follower,West Coast Swing,All-Star,82,2024-02-18
8282,Follower,West Coast Swing,All-Star,84,2024-03-09
8344,Follower,West Coast Swing,Advanced,13,2024-02-18
8344,Follower,West Coast Swing,Advanced,15,2024-03-09
8513,Leader,West Coast Swing,Sophisticated,1,2024-02-18
8513,Leader,West Coast Swing,Sophisticated,2,2024-03-09
8557,Leader,West Coast Swing,Advanced,28,2024-02-18
8557,Leader,West Coast Swing,Advanced,38,2024-03-09
8593,Follower,West Coast Swing,Sophisticated,14,2024-02-18
8593,Follower,West Coast Swing,Sophisticated,15,2024-03-09
8599,Leader,West Coast Swing,Master,302,2024-02-18
8599,Leader,West Coast Swing,Master,303,2024-03-09
8628,Leader,West Coast Swing,Master,3,2024-02-18
8628,Leader,West Coast Swing,Master,4,2024-03-09
8630,Follower,West Coast Swing,Master,131,2024-02-18
8630,Follower,West Coast Swing,Master,137,2024-03-09
8727,Leader,West Coast Swing,Advanced,42,2024-02-18
8727,Leader,West Coast Swing,Advanced,43,2024-03-09
8774,Follower,West Coast Swing,Advanced,38,2024-02-18
8774,Follower,West Coast Swing,Advanced,48,2024-03-09
8774,Leader,West Coast Swing,Novice,15,2024-03-09
8847,Leader,West Coast Swing,All-Star,153,2024-02-18
8847,Leader,West Coast Swing,All-Star,156,2024-03-09
9011,Leader,West Coast Swing,Sophisticated,11,2024-02-18
9011,Leader,West Coast Swing,Sophisticated,13,2024-03-09
9053,Leader,West Coast Swing,Advanced,33,2024-02-18
9053,Leader,West Coast Swing,Advanced,39,2024-03-09
9053,Follower,West Coast Swing,All-Star,74,2024-02-18
9053,Follower,West Coast Swing,All-Star,78,2024-03-09
9067,Follower,West Coast Swing,Sophisticated,3,2024-02-18
9067,Follower,West Coast Swing,Sophisticated,9,2024-03-09
9070,Leader,West Coast Swing,All-Star,101,2024-02-18
9070,Leader,West Coast Swing,All-Star,102,2024-03-09
9123,Follower,West Coast Swing,Sophisticated,32,2024-02-18
9123,Follower,West Coast Swing,Sophisticated,38,2024-03-09
9139,Leader,West Coast Swing,Advanced,5,2024-02-18
9139,Leader,West Coast Swing,Advanced,6,2024-03-09
9140,Follower,West Coast Swing,Advanced,72,2024-02-18
9140,Follower,West Coast Swing,Advanced,75,2024-03-09
9237,Leader,West Coast Swing,Master,2,2024-02-18
9237,Leader,West Coast Swing,Master,8,2024-03-09
9288,Leader,West Coast Swing,Novice,16,2024-02-18
9288,Leader,West Coast Swing,Novice,26,2024-03-09
9363,Follower,West Coast Swing,Champion,44,2024-02-18
9363,Follower,West Coast Swing,Champion,48,2024-03-09
9580,Follower,West Coast Swing,Intermediate,20,2024-02-18
9580,Follower,West Coast Swing,Intermediate,26,2024-03-09
9633,Leader,West Coast Swing,Master,85,2024-02-18
9633,Leader,West Coast Swing,Master,86,2024-03-09
9805,Leader,West Coast Swing,Novice,7,2024-02-18
9805,Leader,West Coast Swing,Novice,8,2024-03-09
9806,Follower,West Coast Swing,All-Star,106,2024-02-18
9806,Follower,West Coast Swing,All-Star,116,2024-03-09
9849,Leader,West Coast Swing,Champion,6,2024-02-18
9849,Leader,West Coast Swing,Champion,7,2024-03-09
9853,Follower,West Coast Swing,Intermediate,25,2024-02-18
9853,Follower,West Coast Swing,Intermediate,26,2024-03-09
9888,Follower,West Coast Swing,All-Star,74,2024-02-18
9888,Follower,West Coast Swing,All-Star,75,2024-03-09
9933,Leader,West Coast Swing,Sophisticated,10,2024-02-18
9933,Leader,West Coast Swing,Sophisticated,13,2024-03-09
9943,Leader,West Coast Swing,Master,29,2024-02-18
9943,Leader,West Coast Swing,Master,30,2024-03-09
10047,Leader,West Coast Swing,Champion,1,2024-02-18
10047,Leader,West Coast Swing,Champion,5,2024-03-09
10175,Leader,West Coast Swing,Champion,20,2024-02-18
10175,Leader,West Coast Swing,Champion,30,2024-03-09
10258,Follower,West Coast Swing,Advanced,50,2024-02-18
10258,Follower,West Coast Swing,Advanced,51,2024-03-09
10260,Follower,West Coast Swing,Master,209,2024-02-18
10260,Follower,West Coast Swing,Master,210,2024-03-09
10273,Follower,West Coast Swing,All-Star,25,2024-02-18
10273,Follower,West Coast Swing,All-Star,26,2024-03-09
10324,Leader,West Coast Swing,Master,227,2024-02-18
10324,Leader,West Coast Swing,Master,228,2024-03-09
10371,Leader,West Coast Swing,All-Star,34,2024-02-18
10371,Leader,West Coast Swing,All-Star,46,2024-03-09
10536,Follower,West Coast Swing,Master,96,2024-02-18
10536,Follower,West Coast Swing,Master,102,2024-03-09
10536,Follower,West Coast Swing,Sophisticated,11,2024-02-18
10536,Follower,West Coast Swing,Sophisticated,12,2024-03-09
10538,Follower,West Coast Swing,Sophisticated,6,2024-02-18
10538,Follower,West Coast Swing,Sophisticated,7,2024-03-09
10612,Leader,West Coast Swing,All-Star,20,2024-02-18
10612,Leader,West Coast Swing,All-Star,22,2024-03-09
10618,Leader,West Coast Swing,Intermediate,25,2024-02-18
10618,Leader,West Coast Swing,Intermediate,27,2024-03-09
10672,Leader,West Coast Swing,Champion,51,2024-02-18
10672,Leader,West Coast Swing,Champion,67,2024-03-09
10719,Follower,West Coast Swing,All-Star,69,2024-02-18
10719,Follower,West Coast Swing,All-Star,85,2024-03-09
10800,Follower,West Coast Swing,Master,187,2024-02-18
10800,Follower,West Coast Swing,Master,188,2024-03-09
10853,Follower,West Coast Swing,Intermediate,19,2024-02-18
10853,Follower,West Coast Swing,Intermediate,20,2024-03-09
10853,Follower,West Coast Swing,Sophisticated,1,2024-03-09
10879,Follower,West Coast Swing,Novice,14,2024-02-18
10879,Follower,West Coast Swing,Novice,15,2024-03-09
10998,Follower,West Coast Swing,Intermediate,20,2024-02-18
10998,Follower,West Coast Swing,Intermediate,24,2024-03-09
11045,Leader,West Coast Swing,Master,2,2024-02-18
11045,Follower,West Coast Swing,Master,11,2024-02-18
11045,Follower,West Coast Swing,Master,13,2024-03-09
11046,Follower,West Coast Swing,Advanced,23,2024-02-18
11046,Follower,West Coast Swing,Advanced,24,2024-03-09
11262,Follower,West Coast Swing,All-Star,105,2024-02-18
11262,Follower,West Coast Swing,All-Star,118,2024-03-09
11267,Leader,West Coast Swing,All-Star,97,2024-02-18
11267,Leader,West Coast Swing,All-Star,105,2024-03-09
11269,Leader,West Coast Swing,Advanced,8,2024-03-09
11431,Leader,West Coast Swing,All-Star,61,2024-02-18
11431,Leader,West Coast Swing,All-Star,64,2024-03-09
11452,Follower,West Coast Swing,Advanced,22,2024-02-18
11452,Follower,West Coast Swing,Advanced,24,2024-03-09
11470,Follower,West Coast Swing,Intermediate,3,2024-02-18
11470,Follower,West Coast Swing,Intermediate,4,2024-03-09
11472,Follower,West Coast Swing,Advanced,40,2024-02-18
11472,Follower,West Coast Swing,Advanced,44,2024-03-09
11479,Follower,West Coast Swing,Sophisticated,3,2024-02-18
11479,Follower,West Coast Swing,Sophisticated,13,2024-03-09
11486,Leader,West Coast Swing,All-Star,184,2024-02-18
11486,Leader,West Coast Swing,All-Star,202,2024-03-09
11491,Follower,West Coast Swing,All-Star,107,2024-02-18
11491,Follower,West Coast Swing,All-Star,108,2024-03-09
11652,Follower,West Coast Swing,Sophisticated,1,2024-03-09
11814,Follower,West Coast Swing,Novice,1,2024-03-09
11851,Leader,West Coast Swing,Intermediate,1,2024-03-09
11876,Follower,West Coast Swing,Advanced,3,2024-02-18
11876,Follower,West Coast Swing,Advanced,5,2024-03-09
11928,Follower,West Coast Swing,Advanced,46,2024-02-18
11928,Follower,West Coast Swing,Advanced,48,2024-03-09
11956,Follower,West Coast Swing,All-Star,34,2024-02-18
11956,Follower,West Coast Swing,All-Star,35,2024-03-09
11981,Follower,West Coast Swing,All-Star,21,2024-02-18
11981,Follower,West Coast Swing,All-Star,22,2024-03-09
12073,Leader,West Coast Swing,Advanced,59,2024-02-18
12073,Leader,West Coast Swing,Advanced,60,2024-03-09
12089,Follower,West Coast Swing,All-Star,80,2024-02-18
12089,Follower,West Coast Swing,All-Star,97,2024-03-09
12097,Leader,West Coast Swing,Advanced,34,2024-02-18
12097,Leader,West Coast Swing,Advanced,40,2024-03-09
12159,Follower,West Coast Swing,Sophisticated,3,2024-02-18
12159,Follower,West Coast Swing,Sophisticated,4,2024-03-09
12199,Follower,West Coast Swing,All-Star,2,2024-03-09
12201,Follower,West Coast Swing,Advanced,12,2024-02-18
12201,Follower,West Coast Swing,Advanced,20,2024-03-09
12201,Leader,West Coast Swing,Intermediate,26,2024-02-18
12201,Leader,West Coast Swing,Intermediate,39,2024-03-09
12202,Follower,West Coast Swing,All-Star,10,2024-02-18
12202,Follower,West Coast Swing,All-Star,13,2024-03-09
12273,Leader,West Coast Swing,All-Star,93,2024-02-18
12273,Leader,West Coast Swing,All-Star,94,2024-03-09
12298,Follower,West Coast Swing,Intermediate,8,2024-02-18
12298,Follower,West Coast Swing,Intermediate,11,2024-03-09
12424,Follower,West Coast Swing,All-Star,47,2024-02-18
12424,Follower,West Coast Swing,All-Star,48,2024-03-09
12438,Leader,West Coast Swing,Advanced,41,2024-02-18
12438,Leader,West Coast Swing,Advanced,49,2024-03-09
12474,Leader,West Coast Swing,Intermediate,1,2024-02-18
12474,Leader,West Coast Swing,Intermediate,2,2024-03-09
12533,Leader,West Coast Swing,Advanced,52,2024-02-18
12533,Leader,West Coast Swing,Advanced,56,2024-03-09
12546,Leader,West Coast Swing,Intermediate,29,2024-02-18
12546,Leader,West Coast Swing,Intermediate,30,2024-03-09
12638,Leader,West Coast Swing,Champion,19,2024-02-18
12638,Leader,West Coast Swing,Champion,27,2024-03-09
12670,Leader,West Coast Swing,All-Star,3,2024-02-18
12670,Leader,West Coast Swing,All-Star,5,2024-03-09
12713,Leader,West Coast Swing,Champion,45,2024-02-18
12713,Leader,West Coast Swing,Champion,46,2024-03-09
12739,Leader,West Coast Swing,Advanced,10,2024-02-18
12739,Leader,West Coast Swing,Advanced,12,2024-03-09
12750,Leader,West Coast Swing,Intermediate,25,2024-02-18
12750,Leader,West Coast Swing,Intermediate,31,2024-03-09
12821,Leader,West Coast Swing,Intermediate,1,2024-03-09
12842,Leader,West Coast Swing,All-Star,17,2024-02-18
12842,Leader,West Coast Swing,All-Star,18,2024-03-09
12972,Leader,West Coast Swing,Intermediate,14,2024-02-18
12972,Leader,West Coast Swing,Intermediate,16,2024-03-09
13036,Follower,West Coast Swing,All-Star,37,2024-02-18
13036,Follower,West Coast Swing,All-Star,38,2024-03-09
13312,Leader,West Coast Swing,Advanced,2,2024-02-18
13312,Leader,West Coast Swing,Advanced,3,2024-03-09
13353,Leader,West Coast Swing,Master,48,2024-02-18
13353,Leader,West Coast Swing,Master,49,2024-03-09
13528,Follower,West Coast Swing,Sophisticated,32,2024-02-18
13528,Follower,West Coast Swing,Sophisticated,40,2024-03-09
13534,Follower,West Coast Swing,Intermediate,1,2024-02-18
13534,Follower,West Coast Swing,Intermediate,2,2024-03-09
13537,Leader,West Coast Swing,All-Star,3,2024-02-18
13537,Leader,West Coast Swing,All-Star,4,2024-03-09
13575,Leader,West Coast Swing,Advanced,31,2024-02-18
13575,Leader,West Coast Swing,Advanced,36,2024-03-09
13627,Follower,West Coast Swing,Sophisticated,23,2024-02-18
13627,Follower,West Coast Swing,Sophisticated,24,2024-03-09
13758,Leader,West Coast Swing,Advanced,37,2024-02-18
13758,Leader,West Coast Swing,Advanced,49,2024-03-09
13793,Leader,West Coast Swing,Novice,23,2024-02-18
13793,Leader,West Coast Swing,Novice,31,2024-03-09
13883,Leader,West Coast Swing,Intermediate,23,2024-02-18
13883,Leader,West Coast Swing,Intermediate,33,2024-03-09
13962,Leader,West Coast Swing,All-Star,23,2024-02-18
13962,Leader,West Coast Swing,All-Star,42,2024-03-09
14030,Leader,West Coast Swing,Advanced,50,2024-02-18
14030,Leader,West Coast Swing,Advanced,51,2024-03-09
14100,Leader,West Coast Swing,Sophisticated,10,2024-02-18
14100,Leader,West Coast Swing,Sophisticated,11,2024-03-09
14121,Leader,West Coast Swing,Master,14,2024-02-18
14121,Follower,West Coast Swing,Master,3,2024-02-18
14121,Leader,West Coast Swing,Master,17,2024-03-09
14130,Leader,West Coast Swing,Advanced,7,2024-02-18
14130,Leader,West Coast Swing,Advanced,10,2024-03-09
14183,Follower,West Coast Swing,All-Star,10,2024-02-18
14183,Follower,West Coast Swing,All-Star,13,2024-03-09
14210,Follower,West Coast Swing,Novice,1,2024-03-09
14229,Leader,West Coast Swing,Advanced,57,2024-02-18
14229,Leader,West Coast Swing,Advanced,58,2024-03-09
14236,Follower,West Coast Swing,Intermediate,1,2024-02-18
14236,Follower,West Coast Swing,Intermediate,2,2024-03-09
14305,Follower,West Coast Swing,Advanced,41,2024-02-18
14305,Follower,West Coast Swing,Advanced,68,2024-03-09
14305,Leader,West Coast Swing,Intermediate,35,2024-02-18
14305,Leader,West Coast Swing,Intermediate,43,2024-03-09
14313,Follower,West Coast Swing,Advanced,30,2024-02-18
14313,Follower,West Coast Swing,Advanced,31,2024-03-09
14368,Follower,West Coast Swing,Intermediate,18,2024-02-18
14368,Follower,West Coast Swing,Intermediate,26,2024-03-09
14399,Leader,West Coast Swing,Advanced,26,2024-02-18
14399,Leader,West Coast Swing,Advanced,41,2024-03-09
14467,Follower,West Coast Swing,Sophisticated,20,2024-02-18
14467,Follower,West Coast Swing,Sophisticated,21,2024-03-09
14487,Follower,West Coast Swing,All-Star,75,2024-02-18
14487,Follower,West Coast Swing,All-Star,76,2024-03-09
14489,Follower,West Coast Swing,All-Star,86,2024-02-18
14489,Follower,West Coast Swing,All-Star,102,2024-03-09
14539,Leader,West Coast Swing,Intermediate,22,2024-02-18
14539,Leader,West Coast Swing,Intermediate,23,2024-03-09
14546,Follower,West Coast Swing,Intermediate,25,2024-02-18
14546,Follower,West Coast Swing,Intermediate,26,2024-03-09
14563,Leader,West Coast Swing,All-Star,124,2024-02-18
14563,Leader,West Coast Swing,All-Star,134,2024-03-09
14588,Leader,West Coast Swing,All-Star,1,2024-03-09
14640,Follower,West Coast Swing,Intermediate,6,2024-02-18
14640,Follower,West Coast Swing,Intermediate,7,2024-03-09
14641,Follower,West Coast Swing,Sophisticated,1,2024-03-09
14691,Follower,West Coast Swing,Novice,1,2024-02-18
14691,Follower,West Coast Swing,Novice,2,2024-03-09
14694,Leader,West Coast Swing,Intermediate,16,2024-02-18
14694,Leader,West Coast Swing,Intermediate,20,2024-03-09
14720,Leader,West Coast Swing,Novice,5,2024-02-18
14720,Leader,West Coast Swing,Novice,6,2024-03-09
14744,Follower,West Coast Swing,Intermediate,1,2024-03-09
14746,Follower,West Coast Swing,Advanced,34,2024-02-18
14746,Follower,West Coast Swing,Advanced,36,2024-03-09
14920,Follower,West Coast Swing,Novice,14,2024-02-18
14920,Follower,West Coast Swing,Novice,15,2024-03-09
14945,Leader,West Coast Swing,Advanced,3,2024-02-18
14945,Leader,West Coast Swing,Advanced,4,2024-03-09
15022,Follower,West Coast Swing,Intermediate,23,2024-02-18
15022,Follower,West Coast Swing,Intermediate,24,2024-03-09
15053,Follower,West Coast Swing,Intermediate,26,2024-02-18
15053,Follower,West Coast Swing,Intermediate,28,2024-03-09
15195,Follower,West Coast Swing,Novice,1,2024-03-09
15201,Follower,West Coast Swing,All-Star,67,2024-02-18
15201,Follower,West Coast Swing,All-Star,68,2024-03-09
15225,Follower,West Coast Swing,Advanced,54,2024-02-18
15225,Follower,West Coast Swing,Advanced,68,2024-03-09
15290,Follower,West Coast Swing,Advanced,13,2024-02-18
15290,Follower,West Coast Swing,Advanced,14,2024-03-09
15296,Follower,West Coast Swing,All-Star,5,2024-02-18
15296,Follower,West Coast Swing,All-Star,6,2024-03-09
15301,Follower,West Coast Swing,Advanced,15,2024-02-18
15301,Follower,West Coast Swing,Advanced,17,2024-03-09
15361,Follower,West Coast Swing,Intermediate,9,2024-02-18
15361,Follower,West Coast Swing,Intermediate,24,2024-03-09
15439,Leader,West Coast Swing,Intermediate,26,2024-02-18
15439,Leader,West Coast Swing,Intermediate,30,2024-03-09
15456,Follower,West Coast Swing,Novice,9,2024-02-18
15456,Follower,West Coast Swing,Novice,11,2024-03-09
15492,Leader,West Coast Swing,Advanced,52,2024-02-18
15492,Leader,West Coast Swing,Advanced,53,2024-03-09
15587,Follower,West Coast Swing,Intermediate,16,2024-02-18
15587,Follower,West Coast Swing,Intermediate,17,2024-03-09
15606,Follower,West Coast Swing,All-Star,108,2024-02-18
15606,Follower,West Coast Swing,All-Star,111,2024-03-09
15610,Follower,West Coast Swing,Advanced,47,2024-02-18
15610,Follower,West Coast Swing,Advanced,48,2024-03-09
15764,Leader,West Coast Swing,Intermediate,17,2024-02-18
15764,Leader,West Coast Swing,Intermediate,18,2024-03-09
15808,Follower,West Coast Swing,Master,67,2024-02-18
15808,Follower,West Coast Swing,Master,69,2024-03-09
15963,Leader,West Coast Swing,Master,40,2024-02-18
15963,Leader,West Coast Swing,Master,43,2024-03-09
15978,Follower,West Coast Swing,Novice,3,2024-02-18
15978,Follower,West Coast Swing,Novice,5,2024-03-09
15979,Leader,West Coast Swing,Advanced,24,2024-02-18
15979,Leader,West Coast Swing,Advanced,33,2024-03-09
15980,Follower,West Coast Swing,Advanced,17,2024-02-18
15980,Follower,West Coast Swing,Advanced,21,2024-03-09
16047,Follower,West Coast Swing,Novice,2,2024-02-18
16047,Follower,West Coast Swing,Novice,3,2024-03-09
16067,Follower,West Coast Swing,Advanced,11,2024-02-18
16067,Follower,West Coast Swing,Advanced,12,2024-03-09
16071,Follower,West Coast Swing,Champion,10,2024-02-18
16071,Follower,West Coast Swing,Champion,12,2024-03-09
16098,Follower,West Coast Swing,All-Star,35,2024-02-18
16098,Follower,West Coast Swing,All-Star,36,2024-03-09
16101,Leader,West Coast Swing,Intermediate,7,2024-02-18
16101,Leader,West Coast Swing,Intermediate,8,2024-03-09
16123,Follower,West Coast Swing,Novice,8,2024-02-18
16123,Follower,West Coast Swing,Novice,9,2024-03-09
16127,Leader,West Coast Swing,Intermediate,3,2024-02-18
16127,Leader,West Coast Swing,Intermediate,5,2024-03-09
16129,Leader,West Coast Swing,Intermediate,1,2024-03-09
16144,Leader,West Coast Swing,Novice,12,2024-02-18
16144,Leader,West Coast Swing,Novice,24,2024-03-09
16186,Follower,West Coast Swing,Advanced,1,2024-02-18
16186,Follower,West Coast Swing,Advanced,17,2024-03-09
16242,Leader,West Coast Swing,Advanced,49,2024-02-18
16242,Leader,West Coast Swing,Advanced,51,2024-03-09
16285,Follower,West Coast Swing,Champion,3,2024-02-18
16285,Follower,West Coast Swing,Champion,9,2024-03-09
16463,Follower,West Coast Swing,Master,2,2024-02-18
16463,Follower,West Coast Swing,Master,6,2024-03-09
16683,Follower,West Coast Swing,Advanced,23,2024-02-18
16683,Follower,West Coast Swing,Advanced,24,2024-03-09
16699,Leader,West Coast Swing,Novice,10,2024-03-09
16700,Leader,West Coast Swing,Newcomer,1,2024-03-09
16708,Follower,West Coast Swing,Intermediate,30,2024-02-18
16708,Follower,West Coast Swing,Intermediate,32,2024-03-09
16753,Leader,West Coast Swing,Sophisticated,10,2024-02-18
16753,Leader,West Coast Swing,Sophisticated,16,2024-03-09
16775,Follower,West Coast Swing,Intermediate,8,2024-02-18
16775,Follower,West Coast Swing,Intermediate,16,2024-03-09
16824,Leader,West Coast Swing,Advanced,12,2024-02-18
16824,Leader,West Coast Swing,Advanced,13,2024-03-09
16905,Leader,West Coast Swing,All-Star,46,2024-02-18
16905,Leader,West Coast Swing,All-Star,47,2024-03-09
16952,Follower,West Coast Swing,Intermediate,16,2024-02-18
16952,Follower,West Coast Swing,Intermediate,18,2024-03-09
16952,Leader,West Coast Swing,Novice,17,2024-02-18
16952,Leader,West Coast Swing,Novice,21,2024-03-09
17029,Follower,West Coast Swing,Advanced,24,2024-02-18
