id,name,location,url,date,parsed_date,event_year,event_month,event_year_month
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 1991,1991-07-01,1991,7,1991-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 1992,1992-07-01,1992,7,1992-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 1993,1993-07-01,1993,7,1993-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 1994,1994-07-01,1994,7,1994-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 1995,1995-07-01,1995,7,1995-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 1996,1996-07-01,1996,7,1996-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 1997,1997-07-01,1997,7,1997-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 1998,1998-07-01,1998,7,1998-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 1999,1999-07-01,1999,7,1999-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 2000,2000-07-01,2000,7,2000-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 2001,2001-07-01,2001,7,2001-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 2002,2002-07-01,2002,7,2002-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 2003,2003-07-01,2003,7,2003-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 2004,2004-07-01,2004,7,2004-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 2005,2005-07-01,2005,7,2005-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 2006,2006-07-01,2006,7,2006-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 2007,2007-07-01,2007,7,2007-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 2008,2008-07-01,2008,7,2008-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 2009,2009-07-01,2009,7,2009-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 2010,2010-07-01,2010,7,2010-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 2011,2011-07-01,2011,7,2011-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 2012,2012-07-01,2012,7,2012-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 2013,2013-07-01,2013,7,2013-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 2014,2014-07-01,2014,7,2014-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 2015,2015-07-01,2015,7,2015-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 2016,2016-07-01,2016,7,2016-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 2017,2017-07-01,2017,7,2017-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 2018,2018-07-01,2018,7,2018-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 2019,2019-07-01,2019,7,2019-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 2022,2022-07-01,2022,7,2022-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 2023,2023-07-01,2023,7,2023-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 2024,2024-07-01,2024,7,2024-07
1,4TH of July Convention,"Phoenix, AZ, United States",http://phoenix4thofjuly.com,July 2025,2025-07-01,2025,7,2025-07
2,4TH of July Swing Bash,"Ft. Lauderdale, FL",,July 1997,1997-07-01,1997,7,1997-07
3,American Lindy Hop Championships,"Stamford, CT",,October 2000,2000-10-01,2000,10,2000-10
3,American Lindy Hop Championships,"Stamford, CT",,October 2001,2001-10-01,2001,10,2001-10
3,American Lindy Hop Championships,"Stamford, CT",,October 2003,2003-10-01,2003,10,2003-10
4,American Swing Dance Championships,"New York, NY",,October 1994,1994-10-01,1994,10,1994-10
4,American Swing Dance Championships,"New York, NY",,October 1995,1995-10-01,1995,10,1995-10
4,American Swing Dance Championships,"New York, NY",,October 1996,1996-10-01,1996,10,1996-10
4,American Swing Dance Championships,"New York, NY",,October 1997,1997-10-01,1997,10,1997-10
4,American Swing Dance Championships,"New York, NY",,October 1998,1998-10-01,1998,10,1998-10
5,Bakersfield Swing Bash,"Bakersfield, CA",,August 1998,1998-08-01,1998,8,1998-08
6,Bay Swingers,"San Francisco, CA",,February 1992,1992-02-01,1992,2,1992-02
6,Bay Swingers,"San Francisco, CA",,February 1993,1993-02-01,1993,2,1993-02
6,Bay Swingers,"San Francisco, CA",,February 1994,1994-02-01,1994,2,1994-02
6,Bay Swingers,"San Francisco, CA",,February 1995,1995-02-01,1995,2,1995-02
7,Boogie & Blues,"Long Beach, CA",,October 1995,1995-10-01,1995,10,1995-10
7,Boogie & Blues,"Long Beach, CA",,October 1996,1996-10-01,1996,10,1996-10
7,Boogie & Blues,"Long Beach, CA",,October 1997,1997-10-01,1997,10,1997-10
7,Boogie & Blues,"Long Beach, CA",,October 1998,1998-10-01,1998,10,1998-10
7,Boogie & Blues,"Long Beach, CA",,October 1999,1999-10-01,1999,10,1999-10
7,Boogie & Blues,"Long Beach, CA",,October 2000,2000-10-01,2000,10,2000-10
7,Boogie & Blues,"Long Beach, CA",,October 2001,2001-10-01,2001,10,2001-10
7,Boogie & Blues,"Long Beach, CA",,October 2002,2002-10-01,2002,10,2002-10
7,Boogie & Blues,"Long Beach, CA",,October 2003,2003-10-01,2003,10,2003-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 1993,1993-10-01,1993,10,1993-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 1994,1994-10-01,1994,10,1994-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 1995,1995-10-01,1995,10,1995-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 1996,1996-10-01,1996,10,1996-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 1997,1997-10-01,1997,10,1997-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 1998,1998-10-01,1998,10,1998-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 1999,1999-10-01,1999,10,1999-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 2000,2000-10-01,2000,10,2000-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 2001,2001-10-01,2001,10,2001-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 2002,2002-10-01,2002,10,2002-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 2003,2003-10-01,2003,10,2003-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 2004,2004-10-01,2004,10,2004-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 2005,2005-10-01,2005,10,2005-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 2006,2006-10-01,2006,10,2006-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 2007,2007-10-01,2007,10,2007-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 2008,2008-10-01,2008,10,2008-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 2009,2009-10-01,2009,10,2009-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 2010,2010-10-01,2010,10,2010-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 2011,2011-10-01,2011,10,2011-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 2012,2012-10-01,2012,10,2012-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 2013,2013-10-01,2013,10,2013-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 2014,2014-10-01,2014,10,2014-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 2015,2015-10-01,2015,10,2015-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 2016,2016-10-01,2016,10,2016-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 2017,2017-10-01,2017,10,2017-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 2018,2018-10-01,2018,10,2018-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 2019,2019-10-01,2019,10,2019-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 2022,2022-10-01,2022,10,2022-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 2023,2023-10-01,2023,10,2023-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 2024,2024-10-01,2024,10,2024-10
8,Boogie By The Bay,"San Francisco, CA, USA",https://boogiebythebay.com,October 2025,2025-10-01,2025,10,2025-10
9,Boston Tea Party,"Boston, MA, US",http://teapartyswings.com,March 1997,1997-03-01,1997,3,1997-03
9,Boston Tea Party,"Boston, MA, US",http://teapartyswings.com,March 1998,1998-03-01,1998,3,1998-03
9,Boston Tea Party,"Boston, MA, US",http://teapartyswings.com,March 1999,1999-03-01,1999,3,1999-03
9,Boston Tea Party,"Boston, MA, US",http://teapartyswings.com,March 2000,2000-03-01,2000,3,2000-03
9,Boston Tea Party,"Boston, MA, US",http://teapartyswings.com,March 2001,2001-03-01,2001,3,2001-03
9,Boston Tea Party,"Boston, MA, US",http://teapartyswings.com,March 2002,2002-03-01,2002,3,2002-03
9,Boston Tea Party,"Boston, MA, US",http://teapartyswings.com,March 2003,2003-03-01,2003,3,2003-03
9,Boston Tea Party,"Boston, MA, US",http://teapartyswings.com,March 2004,2004-03-01,2004,3,2004-03
9,Boston Tea Party,"Boston, MA, US",http://teapartyswings.com,March 2005,2005-03-01,2005,3,2005-03
9,Boston Tea Party,"Boston, MA, US",http://teapartyswings.com,March 2006,2006-03-01,2006,3,2006-03
9,Boston Tea Party,"Boston, MA, US",http://teapartyswings.com,March 2007,2007-03-01,2007,3,2007-03
9,Boston Tea Party,"Boston, MA, US",http://teapartyswings.com,March 2008,2008-03-01,2008,3,2008-03
9,Boston Tea Party,"Boston, MA, US",http://teapartyswings.com,March 2009,2009-03-01,2009,3,2009-03
9,Boston Tea Party,"Boston, MA, US",http://teapartyswings.com,March 2010,2010-03-01,2010,3,2010-03
9,Boston Tea Party,"Boston, MA, US",http://teapartyswings.com,March 2011,2011-03-01,2011,3,2011-03
9,Boston Tea Party,"Boston, MA, US",http://teapartyswings.com,March 2012,2012-03-01,2012,3,2012-03
9,Boston Tea Party,"Boston, MA, US",http://teapartyswings.com,March 2013,2013-03-01,2013,3,2013-03
9,Boston Tea Party,"Boston, MA, US",http://teapartyswings.com,March 2014,2014-03-01,2014,3,2014-03
9,Boston Tea Party,"Boston, MA, US",http://teapartyswings.com,March 2015,2015-03-01,2015,3,2015-03
9,Boston Tea Party,"Boston, MA, US",http://teapartyswings.com,March 2016,2016-03-01,2016,3,2016-03
9,Boston Tea Party,"Boston, MA, US",http://teapartyswings.com,March 2017,2017-03-01,2017,3,2017-03
9,Boston Tea Party,"Boston, MA, US",http://teapartyswings.com,March 2018,2018-03-01,2018,3,2018-03
9,Boston Tea Party,"Boston, MA, US",http://teapartyswings.com,March 2019,2019-03-01,2019,3,2019-03
9,Boston Tea Party,"Boston, MA, US",http://teapartyswings.com,March 2024,2024-03-01,2024,3,2024-03
9,Boston Tea Party,"Boston, MA, US",http://teapartyswings.com,March 2025,2025-03-01,2025,3,2025-03
9,Boston Tea Party,"Boston, MA, US",http://teapartyswings.com,March 2026,2026-03-01,2026,3,2026-03
10,Bridgetown Swing Boogie,"Vancouver, WA",,October 2016,2016-10-01,2016,10,2016-10
10,Bridgetown Swing Boogie,"Vancouver, WA",,September 2001,2001-09-01,2001,9,2001-09
10,Bridgetown Swing Boogie,"Vancouver, WA",,September 2002,2002-09-01,2002,9,2002-09
10,Bridgetown Swing Boogie,"Vancouver, WA",,September 2003,2003-09-01,2003,9,2003-09
10,Bridgetown Swing Boogie,"Vancouver, WA",,September 2004,2004-09-01,2004,9,2004-09
10,Bridgetown Swing Boogie,"Vancouver, WA",,September 2005,2005-09-01,2005,9,2005-09
10,Bridgetown Swing Boogie,"Vancouver, WA",,September 2006,2006-09-01,2006,9,2006-09
10,Bridgetown Swing Boogie,"Vancouver, WA",,September 2007,2007-09-01,2007,9,2007-09
10,Bridgetown Swing Boogie,"Vancouver, WA",,September 2008,2008-09-01,2008,9,2008-09
10,Bridgetown Swing Boogie,"Vancouver, WA",,September 2009,2009-09-01,2009,9,2009-09
10,Bridgetown Swing Boogie,"Vancouver, WA",,September 2010,2010-09-01,2010,9,2010-09
10,Bridgetown Swing Boogie,"Vancouver, WA",,September 2011,2011-09-01,2011,9,2011-09
10,Bridgetown Swing Boogie,"Vancouver, WA",,September 2012,2012-09-01,2012,9,2012-09
10,Bridgetown Swing Boogie,"Vancouver, WA",,September 2013,2013-09-01,2013,9,2013-09
10,Bridgetown Swing Boogie,"Vancouver, WA",,September 2014,2014-09-01,2014,9,2014-09
10,Bridgetown Swing Boogie,"Vancouver, WA",,September 2015,2015-09-01,2015,9,2015-09
10,Bridgetown Swing Boogie,"Vancouver, WA",,September 2017,2017-09-01,2017,9,2017-09
10,Bridgetown Swing Boogie,"Vancouver, WA",,September 2018,2018-09-01,2018,9,2018-09
10,Bridgetown Swing Boogie,"Vancouver, WA",,September 2019,2019-09-01,2019,9,2019-09
10,Bridgetown Swing Boogie,"Vancouver, WA",,September 2022,2022-09-01,2022,9,2022-09
10,Bridgetown Swing Boogie,"Vancouver, WA",,September 2023,2023-09-01,2023,9,2023-09
11,California State Championships,"Buena Park, CA",,May 1997,1997-05-01,1997,5,1997-05
11,California State Championships,"Buena Park, CA",,May 1998,1998-05-01,1998,5,1998-05
11,California State Championships,"Buena Park, CA",,May 1999,1999-05-01,1999,5,1999-05
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 1993,1993-02-01,1993,2,1993-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 1994,1994-02-01,1994,2,1994-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 1995,1995-02-01,1995,2,1995-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 1996,1996-02-01,1996,2,1996-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 1997,1997-02-01,1997,2,1997-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 1998,1998-02-01,1998,2,1998-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 1999,1999-02-01,1999,2,1999-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 2000,2000-02-01,2000,2,2000-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 2001,2001-02-01,2001,2,2001-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 2002,2002-02-01,2002,2,2002-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 2003,2003-02-01,2003,2,2003-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 2004,2004-02-01,2004,2,2004-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 2005,2005-02-01,2005,2,2005-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 2006,2006-02-01,2006,2,2006-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 2007,2007-02-01,2007,2,2007-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 2008,2008-02-01,2008,2,2008-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 2009,2009-02-01,2009,2,2009-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 2010,2010-02-01,2010,2,2010-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 2011,2011-02-01,2011,2,2011-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 2012,2012-02-01,2012,2,2012-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 2013,2013-02-01,2013,2,2013-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 2014,2014-02-01,2014,2,2014-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 2015,2015-02-01,2015,2,2015-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 2016,2016-02-01,2016,2,2016-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 2017,2017-02-01,2017,2,2017-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 2018,2018-02-01,2018,2,2018-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 2019,2019-02-01,2019,2,2019-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 2020,2020-02-01,2020,2,2020-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 2023,2023-02-01,2023,2,2023-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 2024,2024-02-01,2024,2,2024-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 2025,2025-02-01,2025,2,2025-02
12,Capital Swing Dance Convention,"Sacramento, CA, USA",http://www.capitalswingconvention.com,February 2026,2026-02-01,2026,2,2026-02
13,Chicago Classic,"Chicago, IL",,March 1997,1997-03-01,1997,3,1997-03
13,Chicago Classic,"Chicago, IL",,March 1998,1998-03-01,1998,3,1998-03
13,Chicago Classic,"Chicago, IL",,March 2010,2010-03-01,2010,3,2010-03
13,Chicago Classic,"Chicago, IL",,March 2012,2012-03-01,2012,3,2012-03
14,Country Boogie,"Buena Park, CA",,February 1994,1994-02-01,1994,2,1994-02
14,Country Boogie,"Buena Park, CA",,February 1995,1995-02-01,1995,2,1995-02
14,Country Boogie,"Buena Park, CA",,February 1996,1996-02-01,1996,2,1996-02
14,Country Boogie,"Buena Park, CA",,February 1997,1997-02-01,1997,2,1997-02
14,Country Boogie,"Buena Park, CA",,February 1998,1998-02-01,1998,2,1998-02
14,Country Boogie,"Buena Park, CA",,February 1999,1999-02-01,1999,2,1999-02
15,Dallas D.A.N.C.E.,"Dallas, TX",,September 1992,1992-09-01,1992,9,1992-09
15,Dallas D.A.N.C.E.,"Dallas, TX",,September 1993,1993-09-01,1993,9,1993-09
15,Dallas D.A.N.C.E.,"Dallas, TX",,September 1994,1994-09-01,1994,9,1994-09
15,Dallas D.A.N.C.E.,"Dallas, TX",,September 1995,1995-09-01,1995,9,1995-09
15,Dallas D.A.N.C.E.,"Dallas, TX",,September 1996,1996-09-01,1996,9,1996-09
15,Dallas D.A.N.C.E.,"Dallas, TX",,September 1997,1997-09-01,1997,9,1997-09
15,Dallas D.A.N.C.E.,"Dallas, TX",,September 1998,1998-09-01,1998,9,1998-09
15,Dallas D.A.N.C.E.,"Dallas, TX",,September 1999,1999-09-01,1999,9,1999-09
15,Dallas D.A.N.C.E.,"Dallas, TX",,September 2000,2000-09-01,2000,9,2000-09
15,Dallas D.A.N.C.E.,"Dallas, TX",,September 2001,2001-09-01,2001,9,2001-09
15,Dallas D.A.N.C.E.,"Dallas, TX",,September 2002,2002-09-01,2002,9,2002-09
15,Dallas D.A.N.C.E.,"Dallas, TX",,September 2003,2003-09-01,2003,9,2003-09
15,Dallas D.A.N.C.E.,"Dallas, TX",,September 2004,2004-09-01,2004,9,2004-09
15,Dallas D.A.N.C.E.,"Dallas, TX",,September 2005,2005-09-01,2005,9,2005-09
15,Dallas D.A.N.C.E.,"Dallas, TX",,September 2006,2006-09-01,2006,9,2006-09
15,Dallas D.A.N.C.E.,"Dallas, TX",,September 2007,2007-09-01,2007,9,2007-09
15,Dallas D.A.N.C.E.,"Dallas, TX",,September 2008,2008-09-01,2008,9,2008-09
15,Dallas D.A.N.C.E.,"Dallas, TX",,September 2009,2009-09-01,2009,9,2009-09
15,Dallas D.A.N.C.E.,"Dallas, TX",,September 2010,2010-09-01,2010,9,2010-09
15,Dallas D.A.N.C.E.,"Dallas, TX",,September 2011,2011-09-01,2011,9,2011-09
15,Dallas D.A.N.C.E.,"Dallas, TX",,September 2012,2012-09-01,2012,9,2012-09
15,Dallas D.A.N.C.E.,"Dallas, TX",,September 2013,2013-09-01,2013,9,2013-09
15,Dallas D.A.N.C.E.,"Dallas, TX",,September 2014,2014-09-01,2014,9,2014-09
15,Dallas D.A.N.C.E.,"Dallas, TX",,September 2015,2015-09-01,2015,9,2015-09
15,Dallas D.A.N.C.E.,"Dallas, TX",,September 2016,2016-09-01,2016,9,2016-09
15,Dallas D.A.N.C.E.,"Dallas, TX",,September 2017,2017-09-01,2017,9,2017-09
15,Dallas D.A.N.C.E.,"Dallas, TX",,September 2018,2018-09-01,2018,9,2018-09
16,Dancers Fund/Moover & Groover/SwingExpo,"Las Vegas, NV",,March 1992,1992-03-01,1992,3,1992-03
16,Dancers Fund/Moover & Groover/SwingExpo,"Las Vegas, NV",,March 2001,2001-03-01,2001,3,2001-03
17,Desert Swing Dance Club,"Palm Springs, CA",,July 1996,1996-07-01,1996,7,1996-07
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,April 1994,1994-04-01,1994,4,1994-04
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,April 1995,1995-04-01,1995,4,1995-04
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,April 1997,1997-04-01,1997,4,1997-04
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,April 1998,1998-04-01,1998,4,1998-04
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,April 1999,1999-04-01,1999,4,1999-04
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,April 2000,2000-04-01,2000,4,2000-04
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,April 2001,2001-04-01,2001,4,2001-04
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,April 2002,2002-04-01,2002,4,2002-04
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,April 2003,2003-04-01,2003,4,2003-04
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,April 2004,2004-04-01,2004,4,2004-04
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,April 2005,2005-04-01,2005,4,2005-04
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,April 2006,2006-04-01,2006,4,2006-04
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,April 2007,2007-04-01,2007,4,2007-04
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,April 2008,2008-04-01,2008,4,2008-04
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,April 2009,2009-04-01,2009,4,2009-04
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,April 2010,2010-04-01,2010,4,2010-04
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,April 2011,2011-04-01,2011,4,2011-04
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,April 2012,2012-04-01,2012,4,2012-04
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,April 2014,2014-04-01,2014,4,2014-04
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,April 2015,2015-04-01,2015,4,2015-04
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,April 2017,2017-04-01,2017,4,2017-04
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,April 2018,2018-04-01,2018,4,2018-04
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,April 2019,2019-04-01,2019,4,2019-04
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,April 2022,2022-04-01,2022,4,2022-04
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,April 2023,2023-04-01,2023,4,2023-04
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,April 2024,2024-04-01,2024,4,2024-04
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,April 2025,2025-04-01,2025,4,2025-04
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,April 2026,2026-04-01,2026,4,2026-04
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,March 2013,2013-03-01,2013,3,2013-03
18,Seattle's Easter Swing,"Seattle, WA, United States",https://easterswing.org/,March 2016,2016-03-01,2016,3,2016-03
19,Eastern/Washington Dance Challenge,"Washington Dc, DC",,May 2000,2000-05-01,2000,5,2000-05
19,Eastern/Washington Dance Challenge,"Washington Dc, DC",,May 2002,2002-05-01,2002,5,2002-05
19,Eastern/Washington Dance Challenge,"Washington Dc, DC",,May 2003,2003-05-01,2003,5,2003-05
19,Eastern/Washington Dance Challenge,"Washington Dc, DC",,May 2004,2004-05-01,2004,5,2004-05
19,Eastern/Washington Dance Challenge,"Washington Dc, DC",,May 2005,2005-05-01,2005,5,2005-05
19,Eastern/Washington Dance Challenge,"Washington Dc, DC",,May 2006,2006-05-01,2006,5,2006-05
19,Eastern/Washington Dance Challenge,"Washington Dc, DC",,May 2007,2007-05-01,2007,5,2007-05
19,Eastern/Washington Dance Challenge,"Washington Dc, DC",,May 2008,2008-05-01,2008,5,2008-05
19,Eastern/Washington Dance Challenge,"Washington Dc, DC",,May 2009,2009-05-01,2009,5,2009-05
19,Eastern/Washington Dance Challenge,"Washington Dc, DC",,May 2010,2010-05-01,2010,5,2010-05
20,FreZno Dance Classic,"Fresno, CA",,May 1994,1994-05-01,1994,5,1994-05
20,FreZno Dance Classic,"Fresno, CA",,May 1995,1995-05-01,1995,5,1995-05
20,FreZno Dance Classic,"Fresno, CA",,May 1996,1996-05-01,1996,5,1996-05
20,FreZno Dance Classic,"Fresno, CA",,May 1997,1997-05-01,1997,5,1997-05
20,FreZno Dance Classic,"Fresno, CA",,May 1998,1998-05-01,1998,5,1998-05
