dancer_id,event_dance,event_competition,event_role,event_result,event_points,event_name,location_id,event_year,event_month,event_year_and_month,event_result_standardized
5,West Coast Swing,Advanced,follower,F,1,American Swing Dance Championships,7,1998,10,1998-10-01,Final
5,West Coast Swing,Advanced,follower,F,1,Boston Tea Party,8,1998,3,1998-03-01,Final
5,West Coast Swing,Advanced,follower,2,6,Swing Challenge,9,1997,8,1997-08-01,2
5,West Coast Swing,Advanced,follower,2,6,Spring Fling,10,1997,5,1997-05-01,2
5,West Coast Swing,Advanced,follower,3,4,Boston Tea Party,8,1997,3,1997-03-01,3
5,West Coast Swing,Advanced,follower,3,4,New England Swing Jam 1,8,1996,11,1996-11-01,3
5,West Coast Swing,Advanced,follower,F,1,American Swing Dance Championships,7,1996,10,1996-10-01,Final
5,West Coast Swing,Advanced,follower,2,6,Michigan Swing Dance Champs,12,1996,8,1996-08-01,2
5,West Coast Swing,Advanced,follower,5,2,Swing Challenge,9,1996,8,1996-08-01,5
5,West Coast Swing,Advanced,follower,5,2,Swing Fling,38,1995,7,1995-07-01,5
5,West Coast Swing,Advanced,follower,2,6,World Swing Dance Championships,14,1993,5,1993-05-01,2
5,West Coast Swing,Professional,follower,5,2,American Swing Dance Championships,7,1995,10,1995-10-01,5
5,West Coast Swing,Professional,follower,1,10,Labor Day Swing Dance Festival,15,1995,9,1995-09-01,1
7,West Coast Swing,Champion,leader,3,3,World Swing Dance Championships,14,2010,5,2010-05-01,3
7,West Coast Swing,Champion,leader,2,6,Los Angeles Premiere Dance Classic,22,2005,4,2005-04-01,2
7,West Coast Swing,Champion,leader,5,2,Palm Springs Summer Dance Classic,20,2003,9,2003-09-01,5
7,West Coast Swing,Champion,leader,4,3,Summer Dance Festival,20,2003,7,2003-07-01,4
7,West Coast Swing,Invitational,leader,2,0,Palm Springs Summer Dance Classic,20,2006,9,2006-09-01,2
7,West Coast Swing,Invitational,leader,1,10,World Swing Dance Championships,14,2005,5,2005-05-01,1
7,West Coast Swing,Invitational,leader,2,6,Palm Springs Summer Dance Classic,20,2004,9,2004-09-01,2
7,West Coast Swing,Invitational,leader,5,2,J&J O'Rama,23,2004,6,2004-06-01,5
7,West Coast Swing,Invitational,leader,5,2,FreZno Dance Classic,5,2004,5,2004-05-01,5
7,West Coast Swing,All-Star,leader,1,5,High Desert Dance Classic,18,2011,3,2011-03-01,1
7,West Coast Swing,All-Star,leader,F,1,FreZno Dance Classic,5,2010,5,2010-05-01,Final
7,West Coast Swing,All-Star,leader,F,1,FreZno Dance Classic,5,2007,5,2007-05-01,Final
7,West Coast Swing,Professional,leader,1,10,Country Boogie,15,1999,2,1999-02-01,1
7,West Coast Swing,Professional,leader,F,1,FreZno Dance Classic,5,1998,5,1998-05-01,Final
2,West Coast Swing,Master,follower,F,1,4TH of July Convention,3,2003,7,2003-07-01,Final
2,West Coast Swing,Master,follower,1,10,4TH of July Convention,3,1998,7,1998-07-01,1
2,West Coast Swing,Master,follower,4,3,4TH of July Convention,3,1996,7,1996-07-01,4
6,West Coast Swing,Champion,follower,1,10,California State Championships,15,1999,5,1999-05-01,1
6,West Coast Swing,Invitational,follower,3,4,South Bay Dance Fling,16,2004,8,2004-08-01,3
6,West Coast Swing,Advanced,follower,4,2,Arizona Dance Classic,3,2016,7,2016-07-01,4
6,West Coast Swing,Master,follower,1,10,High Desert Dance Classic,18,2026,3,2026-03-01,1
6,West Coast Swing,Master,follower,F,1,Paradise Dance Festival,19,2025,10,2025-10-01,Final
6,West Coast Swing,Professional,follower,F,1,Arizona Dance Classic,3,2002,8,2002-08-01,Final
6,West Coast Swing,Professional,follower,3,4,Summer Dance Festival,20,2001,7,2001-07-01,3
6,West Coast Swing,Professional,follower,F,1,FreZno Dance Classic,5,1998,5,1998-05-01,Final
6,West Coast Swing,Professional,follower,3,4,Golden State Classic,15,1998,4,1998-04-01,3
6,West Coast Swing,Professional,follower,4,3,Labor Day Swing Dance Festival,15,1997,9,1997-09-01,4
6,West Coast Swing,Professional,follower,F,1,Golden State Classic,15,1997,4,1997-04-01,Final
6,West Coast Swing,Professional,follower,3,4,Country Boogie,15,1997,2,1997-02-01,3
6,West Coast Swing,Professional,follower,3,4,Labor Day Swing Dance Festival,15,1996,9,1996-09-01,3
6,West Coast Swing,Professional,follower,2,0,Country Boogie,15,1996,2,1996-02-01,2
6,West Coast Swing,Professional,follower,4,3,UCWDC Country Dance World Championship,21,1995,12,1995-12-01,4
6,West Coast Swing,Professional,follower,2,6,Summer Dance Festival,20,1995,7,1995-07-01,2
6,West Coast Swing,Professional,follower,3,4,FreZno Dance Classic,5,1995,5,1995-05-01,3
6,West Coast Swing,Professional,follower,2,6,Labor Day Swing Dance Festival,15,1994,9,1994-09-01,2
6,West Coast Swing,Professional,follower,3,4,Country Boogie,15,1994,2,1994-02-01,3
4,West Coast Swing,Advanced,leader,F,1,Monterey SwingFest,1,2000,1,2000-01-01,Final
4,West Coast Swing,Advanced,leader,1,10,Portland Dance Festival,4,1997,6,1997-06-01,1
4,West Coast Swing,Juniors,leader,3,0,FreZno Dance Classic,5,1998,5,1998-05-01,3
4,West Coast Swing,Juniors,leader,1,0,Capital Swing Dance Convention,6,1998,2,1998-02-01,1
1,West Coast Swing,Intermediate,follower,3,0,Monterey SwingFest,1,1997,1,1997-01-01,3
1,West Coast Swing,Novice,follower,4,3,Boogie By The Bay,2,1994,10,1994-10-01,4
1,West Coast Swing,Newcomer,follower,3,4,4TH of July Convention,3,1993,7,1993-07-01,3
14,West Coast Swing,Master,leader,2,6,4TH of July Convention,3,1996,7,1996-07-01,2
13,West Coast Swing,Advanced,leader,F,1,USA Grand Nationals,25,1999,5,1999-05-01,Final
13,West Coast Swing,Advanced,leader,5,2,Dallas D.A.N.C.E.,21,1994,9,1994-09-01,5
13,West Coast Swing,Advanced,leader,3,4,Dallas D.A.N.C.E.,21,1992,9,1992-09-01,3
12,West Coast Swing,Intermediate,leader,4,3,Labor Day Swing Dance Festival,15,1996,9,1996-09-01,4
12,West Coast Swing,Novice,leader,3,4,Halloween SwingThing,24,1996,10,1996-10-01,3
15,West Coast Swing,Advanced,leader,5,2,Michigan Swing Dance Champs,12,1994,8,1994-08-01,5
16,West Coast Swing,Novice,leader,3,4,Paradise Dance Festival,19,1996,10,1996-10-01,3
17,West Coast Swing,Novice,leader,1,10,Las Vegas Swing Expo,27,1996,1,1996-01-01,1
17,West Coast Swing,Master,leader,4,3,Capital Swing Dance Convention,6,2000,2,2000-02-01,4
18,West Coast Swing,Novice,follower,1,10,Capital Swing Dance Convention,6,1996,2,1996-02-01,1
19,West Coast Swing,Advanced,follower,3,4,Country Boogie,15,1998,2,1998-02-01,3
19,West Coast Swing,Advanced,follower,1,10,Capital Swing Dance Convention,6,1995,2,1995-02-01,1
19,West Coast Swing,Novice,follower,1,10,4TH of July Convention,3,1994,7,1994-07-01,1
21,West Coast Swing,Advanced,leader,4,3,Michigan Swing Dance Champs,12,1996,8,1996-08-01,4
21,West Coast Swing,Novice,leader,F,1,Swingtime in the Rockies,29,1999,8,1999-08-01,Final
20,West Coast Swing,Master,leader,3,4,Mountain Magic,28,2002,11,2002-11-01,3
20,West Coast Swing,Master,leader,5,2,J&J O'Rama,23,1997,6,1997-06-01,5
20,West Coast Swing,Master,leader,5,0,J&J O'Rama,23,1997,6,1997-06-01,5
20,West Coast Swing,Master,leader,1,10,4TH of July Convention,3,1996,7,1996-07-01,1
20,West Coast Swing,Master,leader,2,6,4TH of July Convention,3,1995,7,1995-07-01,2
22,West Coast Swing,Intermediate,leader,4,3,Boogie By The Bay,2,1995,10,1995-10-01,4
22,West Coast Swing,Novice,leader,1,0,4TH of July Convention,3,1997,7,1997-07-01,1
22,West Coast Swing,Novice,leader,1,10,J&J O'Rama,23,1995,6,1995-06-01,1
22,West Coast Swing,Novice,leader,2,6,Capital Swing Dance Convention,6,1995,2,1995-02-01,2
25,West Coast Swing,Novice,leader,2,6,Swing Expo,27,1994,1,1994-01-01,2
25,West Coast Swing,Master,leader,1,10,4TH of July Convention,3,1995,7,1995-07-01,1
24,West Coast Swing,Advanced,follower,F,1,Paradise Dance Festival,19,1999,10,1999-10-01,Final
24,West Coast Swing,Advanced,follower,F,1,Capital Swing Dance Convention,6,1999,2,1999-02-01,Final
24,West Coast Swing,Advanced,follower,4,3,New Year's Dance Championships,5,1999,1,1999-01-01,4
24,West Coast Swing,Advanced,follower,F,1,4TH of July Convention,3,1998,7,1998-07-01,Final
24,West Coast Swing,Advanced,follower,F,1,California State Championships,15,1998,5,1998-05-01,Final
24,West Coast Swing,Advanced,follower,F,1,Easter Swing,30,1998,4,1998-04-01,Final
24,West Coast Swing,Advanced,follower,F,1,Capital Swing Dance Convention,6,1998,2,1998-02-01,Final
24,West Coast Swing,Advanced,follower,3,4,Paradise Dance Festival,19,1997,10,1997-10-01,3
24,West Coast Swing,Advanced,follower,5,0,Boogie & Blues,31,1997,10,1997-10-01,5
24,West Coast Swing,Advanced,follower,2,6,Labor Day Swing Dance Festival,15,1997,9,1997-09-01,2
24,West Coast Swing,Advanced,follower,2,6,Summer Dance Festival,20,1997,7,1997-07-01,2
24,West Coast Swing,Advanced,follower,F,1,Westcoast Swing Dance Championships,6,1997,7,1997-07-01,Final
24,West Coast Swing,Advanced,follower,F,1,4TH of July Convention,3,1997,7,1997-07-01,Final
24,West Coast Swing,Advanced,follower,3,0,J&J O'Rama,23,1997,6,1997-06-01,3
24,West Coast Swing,Advanced,follower,2,6,California State Championships,15,1997,5,1997-05-01,2
24,West Coast Swing,Advanced,follower,4,3,Swing Jam,33,1997,4,1997-04-01,4
24,West Coast Swing,Advanced,follower,5,2,Chicago Classic,34,1997,3,1997-03-01,5
24,West Coast Swing,Advanced,follower,F,1,Boogie By The Bay,2,1996,10,1996-10-01,Final
24,West Coast Swing,Advanced,follower,3,4,Paradise Dance Festival,19,1996,10,1996-10-01,3
24,West Coast Swing,Advanced,follower,3,4,Labor Day Swing Dance Festival,15,1995,9,1995-09-01,3
24,West Coast Swing,Novice,follower,1,10,Rising Star - Dallas,21,1996,5,1996-05-01,1
24,West Coast Swing,Novice,follower,2,6,UCWDC Country Dance World Championship,21,1995,12,1995-12-01,2
24,West Coast Swing,Novice,follower,1,10,Country Boogie,15,1995,2,1995-02-01,1
24,West Coast Swing,Novice,follower,5,2,Labor Day Swing Dance Festival,15,1994,9,1994-09-01,5
24,West Coast Swing,Professional,follower,4,3,Sundance Labor Day Swing Dance Festival,31,1998,9,1998-09-01,4
26,West Coast Swing,Novice,leader,1,10,Summer Dance Festival,20,1994,7,1994-07-01,1
27,West Coast Swing,Advanced,follower,2,6,US Open Swing Dance Championships,22,1994,11,1994-11-01,2
29,West Coast Swing,Advanced,leader,3,4,New England Swing Jam 1,8,1995,11,1995-11-01,3
29,West Coast Swing,Intermediate,leader,2,6,New England Swing Jam 1,8,1995,11,1995-11-01,2
28,West Coast Swing,Intermediate,follower,3,4,Swingtime in the Rockies,29,1997,8,1997-08-01,3
28,West Coast Swing,Intermediate,follower,5,2,Swingtime in the Rockies,29,1996,8,1996-08-01,5
28,West Coast Swing,Novice,follower,F,1,Capital Swing Dance Convention,6,1996,2,1996-02-01,Final
30,West Coast Swing,Master,leader,2,6,J&J O'Rama,23,1997,6,1997-06-01,2
30,West Coast Swing,Master,leader,3,4,J&J O'Rama,23,1996,6,1996-06-01,3
30,West Coast Swing,Master,leader,3,4,J&J O'Rama,23,1995,6,1995-06-01,3
31,West Coast Swing,Advanced,follower,3,4,Bay Swingers,2,1992,2,1992-02-01,3
32,West Coast Swing,Intermediate,follower,1,10,New England Swing Jam 1,8,1996,11,1996-11-01,1
32,West Coast Swing,Intermediate,follower,2,6,New England Swing Jam 1,8,1996,11,1996-11-01,2
33,West Coast Swing,Novice,leader,1,10,Virginia State Open,38,2002,9,2002-09-01,1
33,West Coast Swing,Novice,leader,2,6,4TH of July Convention,3,2002,7,2002-07-01,2
33,West Coast Swing,Novice,leader,F,1,Boston Tea Party,8,2001,3,2001-03-01,Final
33,West Coast Swing,Novice,leader,3,4,Swing Fling,38,1996,7,1996-07-01,3
33,West Coast Swing,Sophisticated,leader,5,2,Swing Fling,38,2003,7,2003-07-01,5
34,West Coast Swing,Advanced,follower,1,10,Michigan Swing Dance Champs,12,1996,8,1996-08-01,1
35,West Coast Swing,Advanced,leader,2,6,Michigan Swing Dance Champs,12,1997,8,1997-08-01,2
35,West Coast Swing,Novice,leader,4,3,Windy City,34,1995,7,1995-07-01,4
36,West Coast Swing,Novice,follower,1,10,Las Vegas Swing Expo,27,1996,1,1996-01-01,1
36,West Coast Swing,Newcomer,follower,2,6,4TH of July Convention,3,1994,7,1994-07-01,2
37,West Coast Swing,Invitational,leader,5,1,Lone Star Invitational,39,2016,8,2016-08-01,5
37,West Coast Swing,Invitational,leader,5,1,Swingapalooza,40,2015,6,2015-06-01,5
37,West Coast Swing,Invitational,leader,5,2,Liberty Swing Dance Championships,41,2005,6,2005-06-01,5
39,West Coast Swing,Professional,follower,1,10,Labor Day Swing Dance Festival,15,1996,9,1996-09-01,1
38,West Coast Swing,Professional,follower,4,3,Swing Fling,38,2000,7,2000-07-01,4
38,West Coast Swing,Professional,follower,5,2,HustleMania,5,1999,8,1999-08-01,5
41,West Coast Swing,Novice,leader,1,10,Easter Swing,30,1995,4,1995-04-01,1
40,West Coast Swing,Advanced,leader,3,4,Spring Fling,10,1991,5,1991-05-01,3
40,West Coast Swing,Professional,leader,4,3,Labor Day Swing Dance Festival,15,1996,9,1996-09-01,4
40,West Coast Swing,Professional,leader,5,0,Summer Dance Festival,20,1996,7,1996-07-01,5
42,West Coast Swing,Intermediate,follower,F,1,4TH of July Convention,3,1998,7,1998-07-01,Final
42,West Coast Swing,Intermediate,follower,2,6,Paradise Dance Festival,19,1997,10,1997-10-01,2
42,West Coast Swing,Intermediate,follower,5,2,Country Boogie,15,1997,2,1997-02-01,5
47,West Coast Swing,Advanced,leader,3,4,Las Vegas Swing Expo,27,1998,1,1998-01-01,3
47,West Coast Swing,Intermediate,leader,F,1,Summer Dance Festival,20,1998,7,1998-07-01,Final
47,West Coast Swing,Master,leader,F,1,Boogie & Blues,31,2003,10,2003-10-01,Final
47,West Coast Swing,Master,leader,4,0,Westcoast Swing Dance Championships,6,2000,7,2000-07-01,4
47,West Coast Swing,Master,leader,F,1,J&J O'Rama,23,2000,6,2000-06-01,Final
47,West Coast Swing,Master,leader,2,0,Westcoast Swing Dance Championships,6,1999,7,1999-07-01,2
47,West Coast Swing,Master,leader,3,0,Capital Swing Dance Convention,6,1999,2,1999-02-01,3
47,West Coast Swing,Master,leader,4,3,Swing Expo,27,1999,1,1999-01-01,4
47,West Coast Swing,Master,leader,F,1,Boogie & Blues,31,1998,10,1998-10-01,Final
47,West Coast Swing,Master,leader,4,0,J&J O'Rama,23,1998,6,1998-06-01,4
47,West Coast Swing,Master,leader,4,3,Spring Fling,10,1998,5,1998-05-01,4
47,West Coast Swing,Master,leader,3,0,Capital Swing Dance Convention,6,1998,2,1998-02-01,3
47,West Coast Swing,Master,leader,3,4,Las Vegas Swing Expo,27,1998,1,1998-01-01,3
47,West Coast Swing,Master,leader,3,4,Swing Expo,27,1998,1,1998-01-01,3
47,West Coast Swing,Master,leader,3,0,Boogie & Blues,31,1997,10,1997-10-01,3
47,West Coast Swing,Master,leader,1,10,Las Vegas Swing Expo,27,1997,1,1997-01-01,1
47,West Coast Swing,Master,leader,1,10,Swing Expo,27,1996,1,1996-01-01,1
49,West Coast Swing,Advanced,leader,4,3,Nashville Swing & Shag Dance Classic,43,2005,10,2005-10-01,4
49,West Coast Swing,Advanced,leader,2,6,Michigan Swing Dance Champs,12,1998,8,1998-08-01,2
49,West Coast Swing,Advanced,leader,F,1,Americas Classic,44,1998,5,1998-05-01,Final
49,West Coast Swing,Advanced,leader,F,1,Rising Star - Chicago,34,1997,10,1997-10-01,Final
49,West Coast Swing,Advanced,leader,1,10,Swing Expo,27,1997,1,1997-01-01,1
51,West Coast Swing,Invitational,leader,3,4,Indy Swing Classic,64,2004,6,2004-06-01,3
51,West Coast Swing,Advanced,leader,5,2,Dallas D.A.N.C.E.,21,2000,9,2000-09-01,5
51,West Coast Swing,Advanced,leader,1,10,Michigan Swing Dance Champs,12,1999,8,1999-08-01,1
51,West Coast Swing,Advanced,leader,1,10,Dallas D.A.N.C.E.,21,1998,9,1998-09-01,1
51,West Coast Swing,Professional,leader,5,2,North Atlantic Swing Dance Championships,65,1998,4,1998-04-01,5
51,West Coast Swing,Professional,leader,1,10,Rising Star - Chicago,34,1997,10,1997-10-01,1
51,West Coast Swing,Professional,leader,2,6,Swing Fling,38,1997,7,1997-07-01,2
51,West Coast Swing,Professional,leader,3,4,Chicago Classic,34,1997,3,1997-03-01,3
50,West Coast Swing,Champion,leader,F,1,Wild Wild Westie,21,2026,7,2026-07-01,Final
50,West Coast Swing,Champion,leader,1,6,Midnight Madness,21,2025,11,2025-11-01,1
50,West Coast Swing,Champion,leader,4,2,Wild Wild Westie,21,2025,7,2025-07-01,4
50,West Coast Swing,Champion,leader,5,1,The Chicago Classic,34,2025,3,2025-03-01,5
50,West Coast Swing,Champion,leader,1,6,Midnight Madness,21,2024,11,2024-11-01,1
50,West Coast Swing,Champion,leader,3,3,Swing Fling,38,2024,8,2024-08-01,3
50,West Coast Swing,Champion,leader,3,1,Midwest Westie Fest,48,2024,7,2024-07-01,3
50,West Coast Swing,Champion,leader,2,4,The Chicago Classic,34,2023,3,2023-03-01,2
50,West Coast Swing,Champion,leader,2,2,Meet Me In St Louis,49,2022,9,2022-09-01,2
50,West Coast Swing,Champion,leader,2,2,Spotlight New Year's Celebration,43,2020,1,2020-01-01,2
50,West Coast Swing,Champion,leader,3,1,Swingapalooza,40,2019,6,2019-06-01,3
50,West Coast Swing,Champion,leader,1,6,Michigan Dance Classic,51,2019,6,2019-06-01,1
50,West Coast Swing,Champion,leader,1,6,Desert City Swing,3,2018,9,2018-09-01,1
50,West Coast Swing,Champion,leader,3,6,The Chicago Classic,34,2018,3,2018-03-01,3
50,West Coast Swing,Champion,leader,2,4,Swing Fling,38,2017,8,2017-08-01,2
50,West Coast Swing,Champion,leader,F,1,The Chicago Classic,34,2016,3,2016-03-01,Final
50,West Coast Swing,Champion,leader,5,1,Swingtime in the Rockies,29,2015,7,2015-07-01,5
50,West Coast Swing,Champion,leader,F,1,Liberty Swing Dance Championships,41,2015,6,2015-06-01,Final
50,West Coast Swing,Champion,leader,4,2,Michigan Dance Classic,51,2015,5,2015-05-01,4
50,West Coast Swing,Champion,leader,5,1,Tampa Bay Classic,53,2014,11,2014-11-01,5
50,West Coast Swing,Champion,leader,3,3,Dallas D.A.N.C.E.,21,2014,9,2014-09-01,3
50,West Coast Swing,Champion,leader,2,4,Swingtime in the Rockies,29,2014,7,2014-07-01,2
50,West Coast Swing,Champion,leader,4,2,The Chicago Classic,34,2014,3,2014-03-01,4
50,West Coast Swing,Champion,leader,1,5,Americas Classic,44,2014,1,2014-01-01,1
50,West Coast Swing,Champion,leader,5,1,Swingtime in the Rockies,29,2013,7,2013-07-01,5
50,West Coast Swing,Champion,leader,3,3,Swingapalooza,40,2013,5,2013-05-01,3
50,West Coast Swing,Champion,leader,F,1,City of Angels WCS,54,2013,4,2013-04-01,Final
50,West Coast Swing,Champion,leader,2,4,The Chicago Classic,34,2013,3,2013-03-01,2
50,West Coast Swing,Champion,leader,2,8,Americas Classic,44,2013,1,2013-01-01,2
50,West Coast Swing,Champion,leader,1,5,Dallas D.A.N.C.E.,21,2012,9,2012-09-01,1
50,West Coast Swing,Champion,leader,3,3,Swingtime in the Rockies,29,2012,7,2012-07-01,3
50,West Coast Swing,Champion,leader,1,5,Michigan Dance Classic,51,2012,6,2012-06-01,1
50,West Coast Swing,Champion,leader,3,6,Americas Classic,44,2012,1,2012-01-01,3
50,West Coast Swing,Champion,leader,3,3,Meet Me In St Louis,49,2011,9,2011-09-01,3
50,West Coast Swing,Champion,leader,4,4,Dallas D.A.N.C.E.,21,2011,9,2011-09-01,4
50,West Coast Swing,Champion,leader,3,3,Swingtime in the Rockies,29,2011,7,2011-07-01,3
50,West Coast Swing,Champion,leader,3,3,The Chicago Classic,34,2011,3,2011-03-01,3
50,West Coast Swing,Champion,leader,F,1,Boogie By The Bay,2,2010,10,2010-10-01,Final
50,West Coast Swing,Champion,leader,1,5,Dallas D.A.N.C.E.,21,2010,9,2010-09-01,1
50,West Coast Swing,Champion,leader,2,8,Dallas D.A.N.C.E.,21,2009,9,2009-09-01,2
50,West Coast Swing,Invitational,leader,2,4,Swingapalooza,40,2017,6,2017-06-01,2
50,West Coast Swing,Invitational,leader,3,3,Meet Me In St Louis,49,2016,9,2016-09-01,3
50,West Coast Swing,Invitational,leader,2,4,Ft. Lauderdale Swing & Shag Beach Bash,55,2016,7,2016-07-01,2
50,West Coast Swing,Invitational,leader,5,1,Swingapalooza,40,2016,6,2016-06-01,5
50,West Coast Swing,Invitational,leader,1,5,Atlanta Swing Classic,25,2015,10,2015-10-01,1
50,West Coast Swing,Invitational,leader,1,5,Meet Me In St Louis,49,2015,9,2015-09-01,1
50,West Coast Swing,Invitational,leader,1,5,Tampa Bay Classic,53,2015,9,2015-09-01,1
50,West Coast Swing,Invitational,leader,3,3,Ft. Lauderdale Swing & Shag Beach Bash,55,2015,7,2015-07-01,3
50,West Coast Swing,Invitational,leader,2,4,Swingapalooza,40,2015,6,2015-06-01,2
50,West Coast Swing,Invitational,leader,5,1,Atlanta Swing Classic,25,2014,10,2014-10-01,5
50,West Coast Swing,Invitational,leader,1,5,Meet Me In St Louis,49,2014,9,2014-09-01,1
50,West Coast Swing,Invitational,leader,3,3,Ft. Lauderdale Swing & Shag Beach Bash,55,2014,7,2014-07-01,3
50,West Coast Swing,Invitational,leader,1,5,Michigan Dance Classic,51,2014,6,2014-06-01,1
50,West Coast Swing,Invitational,leader,3,3,Meet Me In St Louis,49,2013,9,2013-09-01,3
50,West Coast Swing,Invitational,leader,2,4,Dallas D.A.N.C.E.,21,2013,9,2013-09-01,2
50,West Coast Swing,Invitational,leader,3,3,Meet Me In St Louis,49,2012,9,2012-09-01,3
50,West Coast Swing,Invitational,leader,1,5,Dance Mardi Gras,57,2012,7,2012-07-01,1
50,West Coast Swing,Invitational,leader,2,4,Tulsa Spring Swing,58,2012,4,2012-04-01,2
50,West Coast Swing,Invitational,leader,1,8,Music City Swing Dance Championships,43,2008,11,2008-11-01,1
50,West Coast Swing,Invitational,leader,4,3,Dallas D.A.N.C.E.,21,2008,9,2008-09-01,4
50,West Coast Swing,Invitational,leader,1,10,Dallas D.A.N.C.E.,21,2006,9,2006-09-01,1
50,West Coast Swing,Invitational,leader,3,4,Nashville Swing & Shag Dance Classic,43,2005,10,2005-10-01,3
50,West Coast Swing,Invitational,leader,4,3,Dallas D.A.N.C.E.,21,2005,9,2005-09-01,4
50,West Coast Swing,Invitational,leader,F,1,Nashville Swing & Shag Dance Classic,43,2003,10,2003-10-01,Final
50,West Coast Swing,Invitational,leader,1,10,Dallas D.A.N.C.E.,21,2003,9,2003-09-01,1
50,West Coast Swing,All-Star,leader,1,10,Austin Rocks,39,2024,9,2024-09-01,1
50,West Coast Swing,All-Star,leader,F,1,Midwest Westie Fest,48,2019,7,2019-07-01,Final
50,West Coast Swing,All-Star,leader,1,3,Tulsa Spring Swing,58,2019,4,2019-04-01,1
50,West Coast Swing,All-Star,leader,4,2,Midwest Westie Fest,48,2018,8,2018-08-01,4
50,West Coast Swing,All-Star,leader,2,4,Sweetheart Swing Classic,53,2018,2,2018-02-01,2
50,West Coast Swing,All-Star,leader,1,5,Midwest Westie Fest,48,2017,8,2017-08-01,1
50,West Coast Swing,All-Star,leader,1,5,Tulsa Spring Swing,58,2017,4,2017-04-01,1
50,West Coast Swing,All-Star,leader,3,6,Sweetheart Swing Classic,53,2017,2,2017-02-01,3
50,West Coast Swing,All-Star,leader,1,5,Sweetheart Swing Classic,53,2016,2,2016-02-01,1
50,West Coast Swing,All-Star,leader,1,5,Swingapalooza,40,2014,5,2014-05-01,1
50,West Coast Swing,All-Star,leader,2,4,Spotlight New Year's Celebration,43,2013,12,2013-12-01,2
50,West Coast Swing,All-Star,leader,3,3,Atlanta Swing Classic,25,2013,10,2013-10-01,3
50,West Coast Swing,All-Star,leader,1,5,Sweetheart Swing Classic,53,2013,5,2013-05-01,1
50,West Coast Swing,All-Star,leader,1,5,Tulsa Spring Swing,58,2013,3,2013-03-01,1
50,West Coast Swing,All-Star,leader,3,3,Spotlight New Year's Celebration,43,2013,1,2013-01-01,3
50,West Coast Swing,All-Star,leader,2,8,Tampa Bay Classic,53,2012,11,2012-11-01,2
50,West Coast Swing,All-Star,leader,1,5,Wisconsin Dance Challenge/Midwest Area Swing Dance Challenge,61,2012,7,2012-07-01,1
50,West Coast Swing,All-Star,leader,1,5,Swingapalooza,40,2012,5,2012-05-01,1
50,West Coast Swing,All-Star,leader,3,6,Spotlight New Year's Celebration,43,2012,1,2012-01-01,3
50,West Coast Swing,All-Star,leader,1,5,Wisconsin Dance Challenge/Midwest Area Swing Dance Challenge,61,2011,7,2011-07-01,1
50,West Coast Swing,All-Star,leader,1,5,Michigan Dance Classic,51,2011,6,2011-06-01,1
50,West Coast Swing,All-Star,leader,2,4,Wisconsin Dance Challenge/Midwest Area Swing Dance Challenge,61,2010,7,2010-07-01,2
50,West Coast Swing,All-Star,leader,1,5,Grand Prix of Swing,9,2010,7,2010-07-01,1
50,West Coast Swing,Advanced,leader,1,5,Tulsa Spring Swing,58,2016,4,2016-04-01,1
50,West Coast Swing,Advanced,leader,1,5,Grand Prix of Swing,9,2011,8,2011-08-01,1
50,West Coast Swing,Advanced,leader,1,5,Tulsa Spring Swing,58,2011,4,2011-04-01,1
50,West Coast Swing,Advanced,leader,1,5,Tulsa Spring Swing,58,2010,3,2010-03-01,1
4190,Lindy,Advanced,leader,5,2,Monster Mash,81,2003,10,2003-10-01,5
50,West Coast Swing,Advanced,leader,2,4,Spotlight New Year's Celebration,43,2009,12,2009-12-01,2
50,West Coast Swing,Advanced,leader,3,3,Grand Prix of Swing,9,2009,7,2009-07-01,3
50,West Coast Swing,Advanced,leader,1,5,Tulsa Spring Swing,58,2009,3,2009-03-01,1
50,West Coast Swing,Advanced,leader,2,6,Grand Prix of Swing,9,2007,7,2007-07-01,2
50,West Coast Swing,Advanced,leader,2,6,Americas Classic,44,2006,5,2006-05-01,2
50,West Coast Swing,Advanced,leader,1,0,Grand Prix of Swing,9,2005,7,2005-07-01,1
50,West Coast Swing,Advanced,leader,2,6,KC Swing Challenge and Heartland Dance Festival,9,2003,11,2003-11-01,2
50,West Coast Swing,Advanced,leader,3,4,Michigan Dance Classic,51,2002,7,2002-07-01,3
50,West Coast Swing,Advanced,leader,4,3,Michigan Swing Dance Champs,12,2001,8,2001-08-01,4
50,West Coast Swing,Advanced,leader,F,1,Dallas D.A.N.C.E.,21,2000,9,2000-09-01,Final
50,West Coast Swing,Advanced,leader,2,6,Michigan Swing Dance Champs,12,2000,8,2000-08-01,2
50,West Coast Swing,Advanced,leader,2,6,Michigan Swing Dance Champs,12,1999,8,1999-08-01,2
50,West Coast Swing,Advanced,leader,F,1,Dallas D.A.N.C.E.,21,1998,9,1998-09-01,Final
50,West Coast Swing,Advanced,leader,2,0,Americas Classic,44,1998,5,1998-05-01,2
50,West Coast Swing,Advanced,leader,1,10,Dallas D.A.N.C.E.,21,1997,9,1997-09-01,1
50,West Coast Swing,Advanced,leader,1,10,Swing Challenge,9,1997,8,1997-08-01,1
50,West Coast Swing,Sophisticated,leader,1,15,The Chicago Classic,34,2026,3,2026-03-01,1
