dancer_id,event_dance,event_competition,event_role,event_result,event_points,event_name,location_id,event_year,event_month,event_year_and_month,event_result_standardized
3716,West Coast Swing,Sophisticated,leader,1,10,Nashville Swing & Shag Dance Classic,43,2003,10,2003-10-01,1
3718,West Coast Swing,Intermediate,follower,1,10,Nashville Swing & Shag Dance Classic,43,2002,10,2002-10-01,1
3720,West Coast Swing,Novice,leader,F,1,Dance America Seattle,30,2005,1,2005-01-01,Final
3720,West Coast Swing,Novice,leader,F,1,Swingtime in the Rockies,29,2003,8,2003-08-01,Final
3720,West Coast Swing,Novice,leader,2,6,St. Patrick's Day Swing,100,2003,3,2003-03-01,2
3719,West Coast Swing,Advanced,leader,3,4,Nashville Swing & Shag Dance Classic,43,2002,10,2002-10-01,3
3721,West Coast Swing,Intermediate,follower,F,1,J&J O'Rama,23,2004,6,2004-06-01,Final
3721,West Coast Swing,Novice,follower,2,6,SwingDiego,10,2004,1,2004-01-01,2
3721,West Coast Swing,Novice,follower,4,3,Palm Springs New Years Swing Dance Classic,20,2003,12,2003-12-01,4
3721,West Coast Swing,Novice,follower,5,2,Twin City Swing Challenge,75,2003,11,2003-11-01,5
3721,West Coast Swing,Novice,follower,1,10,Halloween SwingThing,24,2003,10,2003-10-01,1
3721,West Coast Swing,Novice,follower,5,2,St. Patrick's Day Swing,100,2003,3,2003-03-01,5
3722,West Coast Swing,Novice,follower,F,1,St. Patrick's Day Swing,100,2003,3,2003-03-01,Final
3723,West Coast Swing,Novice,follower,F,1,St. Patrick's Day Swing,100,2003,3,2003-03-01,Final
3726,West Coast Swing,Newcomer,leader,1,10,Boston Tea Party,8,2003,3,2003-03-01,1
3724,West Coast Swing,All-Star,leader,F,1,Summer Hummer,8,2010,8,2010-08-01,Final
3724,West Coast Swing,All-Star,leader,1,5,Virginia State Open,38,2009,9,2009-09-01,1
3724,West Coast Swing,All-Star,leader,F,1,Summer Hummer,8,2009,8,2009-08-01,Final
3724,West Coast Swing,All-Star,leader,2,4,Swing Fling,38,2009,7,2009-07-01,2
3724,West Coast Swing,All-Star,leader,2,8,MADjam,13,2009,3,2009-03-01,2
3724,West Coast Swing,All-Star,leader,5,1,Swing City Chicago,34,2008,10,2008-10-01,5
3724,West Coast Swing,All-Star,leader,5,2,Summer Hummer,8,2008,8,2008-08-01,5
3724,West Coast Swing,All-Star,leader,3,4,New Year's Dancin' Eve,79,2007,12,2007-12-01,3
3724,West Coast Swing,All-Star,leader,1,8,Swingin' New England Dance Festival,70,2007,11,2007-11-01,1
3724,West Coast Swing,All-Star,leader,1,8,Swing City Chicago,34,2007,10,2007-10-01,1
3724,West Coast Swing,All-Star,leader,5,1,Summer Hummer,8,2007,8,2007-08-01,5
3724,West Coast Swing,All-Star,leader,1,5,Swingtime in the Rockies,29,2007,8,2007-08-01,1
3724,West Coast Swing,All-Star,leader,3,4,Swing Fling,38,2007,7,2007-07-01,3
3724,West Coast Swing,All-Star,leader,2,6,Swing Dance America,89,2007,4,2007-04-01,2
3724,West Coast Swing,All-Star,leader,4,2,MADjam,13,2007,3,2007-03-01,4
3724,West Coast Swing,All-Star,leader,1,8,Boston Tea Party,8,2007,3,2007-03-01,1
3724,West Coast Swing,All-Star,leader,F,1,Swingin' New England Dance Festival,70,2006,11,2006-11-01,Final
3724,West Coast Swing,All-Star,leader,F,1,US Open Swing Dance Championships,22,2006,11,2006-11-01,Final
3724,West Coast Swing,All-Star,leader,1,10,Boston Tea Party,8,2006,3,2006-03-01,1
3724,West Coast Swing,All-Star,leader,2,6,MADjam,13,2006,3,2006-03-01,2
3724,West Coast Swing,All-Star,leader,3,4,Summer Hummer,8,2005,8,2005-08-01,3
3724,West Coast Swing,Advanced,leader,1,5,Big Apple Dance Festival,140,2010,7,2010-07-01,1
3724,West Coast Swing,Advanced,leader,1,8,Florida Dance Magic,55,2008,7,2008-07-01,1
3724,West Coast Swing,Advanced,leader,1,8,Eastern/Washington Dance Challenge,13,2008,5,2008-05-01,1
3724,West Coast Swing,Advanced,leader,4,6,USA Grand Nationals,25,2008,5,2008-05-01,4
3724,West Coast Swing,Advanced,leader,4,2,Twin City Swing Challenge,75,2007,11,2007-11-01,4
3724,West Coast Swing,Advanced,leader,F,1,Dallas D.A.N.C.E.,21,2007,9,2007-09-01,Final
3724,West Coast Swing,Advanced,leader,5,0,Eastern/Washington Dance Challenge,13,2007,5,2007-05-01,5
3724,West Coast Swing,Advanced,leader,2,6,Motown Dance Championships,51,2007,4,2007-04-01,2
3724,West Coast Swing,Advanced,leader,F,1,SwingDiego,10,2007,1,2007-01-01,Final
3724,West Coast Swing,Advanced,leader,F,1,Twin City Swing Challenge,75,2006,11,2006-11-01,Final
3724,West Coast Swing,Advanced,leader,3,4,Swing City Chicago,34,2006,10,2006-10-01,3
3724,West Coast Swing,Advanced,leader,F,1,Dallas D.A.N.C.E.,21,2006,9,2006-09-01,Final
3724,West Coast Swing,Advanced,leader,5,2,Wisconsin Dance Challenge/Midwest Area Swing Dance Challenge,61,2006,7,2006-07-01,5
3724,West Coast Swing,Advanced,leader,2,6,Swing Fling,38,2006,7,2006-07-01,2
3724,West Coast Swing,Advanced,leader,1,10,Swing Niagara Dance Championships,80,2006,6,2006-06-01,1
3724,West Coast Swing,Advanced,leader,3,4,Liberty Swing Dance Championships,41,2006,6,2006-06-01,3
3724,West Coast Swing,Advanced,leader,1,10,Motown Dance Championships,51,2006,4,2006-04-01,1
3724,West Coast Swing,Advanced,leader,2,6,Michigan Dance Classic,51,2005,7,2005-07-01,2
3724,West Coast Swing,Advanced,leader,F,1,Liberty Swing Dance Championships,41,2005,6,2005-06-01,Final
3724,West Coast Swing,Advanced,leader,5,2,Eastern/Washington Dance Challenge,13,2005,5,2005-05-01,5
3724,West Coast Swing,Advanced,leader,2,6,Boston Tea Party,8,2005,3,2005-03-01,2
3724,West Coast Swing,Advanced,leader,5,2,Countdown Swing Boston,71,2005,1,2005-01-01,5
3724,West Coast Swing,Advanced,leader,1,10,Swingin' New England Dance Festival,70,2004,11,2004-11-01,1
3724,West Coast Swing,Advanced,leader,3,4,Boogie By The Bay,2,2004,10,2004-10-01,3
3724,West Coast Swing,Advanced,leader,F,1,Nashville Swing & Shag Dance Classic,43,2004,10,2004-10-01,Final
3724,West Coast Swing,Advanced,leader,2,6,Dallas D.A.N.C.E.,21,2004,9,2004-09-01,2
3724,West Coast Swing,Advanced,leader,2,6,Summer Hummer,8,2004,8,2004-08-01,2
3724,West Coast Swing,Advanced,leader,F,1,Michigan Dance Classic,51,2004,7,2004-07-01,Final
3724,West Coast Swing,Advanced,leader,1,10,Swing Fling,38,2004,7,2004-07-01,1
3724,West Coast Swing,Advanced,leader,3,4,Liberty Swing Dance Championships,41,2004,6,2004-06-01,3
3724,West Coast Swing,Advanced,leader,1,10,Boston Tea Party,8,2004,3,2004-03-01,1
3724,West Coast Swing,Advanced,leader,2,6,MADjam,13,2004,3,2004-03-01,2
3724,West Coast Swing,Advanced,leader,2,6,Capital Swing Dance Convention,6,2004,2,2004-02-01,2
3724,West Coast Swing,Advanced,leader,4,3,Countdown Swing Boston,71,2004,1,2004-01-01,4
3724,West Coast Swing,Advanced,leader,1,10,Eastern/Washington Dance Challenge,13,2003,5,2003-05-01,1
3724,West Coast Swing,Intermediate,leader,2,6,North Atlantic Swing Dance Championships,65,2004,4,2004-04-01,2
3724,West Coast Swing,Intermediate,leader,1,10,Swingin' New England Dance Festival,70,2003,11,2003-11-01,1
3724,West Coast Swing,Intermediate,leader,4,3,Boogie By The Bay,2,2003,10,2003-10-01,4
3724,West Coast Swing,Intermediate,leader,1,10,Summer Hummer,8,2003,8,2003-08-01,1
3724,West Coast Swing,Intermediate,leader,F,1,Swing Fling,38,2003,7,2003-07-01,Final
3724,West Coast Swing,Intermediate,leader,2,6,Boston Tea Party,8,2003,3,2003-03-01,2
3725,West Coast Swing,All-Star,follower,1,5,Meet Me In St Louis,49,2011,9,2011-09-01,1
3725,West Coast Swing,All-Star,follower,F,1,Summer Hummer,8,2010,8,2010-08-01,Final
3725,West Coast Swing,All-Star,follower,4,2,USA Jack & Jill Championships,43,2010,4,2010-04-01,4
3725,West Coast Swing,All-Star,follower,1,5,Tampa Bay Classic,53,2009,11,2009-11-01,1
3725,West Coast Swing,All-Star,follower,2,4,Virginia State Open,38,2009,9,2009-09-01,2
3725,West Coast Swing,All-Star,follower,5,1,Swing Fling,38,2009,7,2009-07-01,5
3725,West Coast Swing,All-Star,follower,2,4,The Chicago Classic,34,2009,3,2009-03-01,2
3725,West Coast Swing,All-Star,follower,3,4,Tampa Bay Classic,53,2008,11,2008-11-01,3
3725,West Coast Swing,All-Star,follower,F,1,Summer Hummer,8,2008,8,2008-08-01,Final
3725,West Coast Swing,Advanced,follower,F,1,Americas Classic,44,2012,1,2012-01-01,Final
3725,West Coast Swing,Advanced,follower,5,1,Florida Dance Magic,55,2009,7,2009-07-01,5
3725,West Coast Swing,Advanced,follower,5,2,USA Grand Nationals,25,2009,5,2009-05-01,5
3725,West Coast Swing,Advanced,follower,1,8,Carolina Groove,325,2008,10,2008-10-01,1
3725,West Coast Swing,Advanced,follower,2,6,Eastern/Washington Dance Challenge,13,2008,5,2008-05-01,2
3725,West Coast Swing,Advanced,follower,F,1,USA Grand Nationals,25,2008,5,2008-05-01,Final
3725,West Coast Swing,Advanced,follower,1,10,The Chicago Classic,34,2008,3,2008-03-01,1
3725,West Coast Swing,Advanced,follower,F,1,MADjam,13,2008,3,2008-03-01,Final
3725,West Coast Swing,Advanced,follower,5,2,New Year's Dancin' Eve,79,2007,12,2007-12-01,5
3725,West Coast Swing,Advanced,follower,4,0,Tampa Bay Classic,53,2007,11,2007-11-01,4
3725,West Coast Swing,Advanced,follower,4,2,Swingin' New England Dance Festival,70,2007,11,2007-11-01,4
3725,West Coast Swing,Advanced,follower,3,4,Virginia State Open,38,2007,9,2007-09-01,3
3725,West Coast Swing,Advanced,follower,F,1,Summer Hummer,8,2007,8,2007-08-01,Final
3725,West Coast Swing,Advanced,follower,4,2,Swing Fling,38,2007,7,2007-07-01,4
3725,West Coast Swing,Advanced,follower,5,2,Liberty Swing Dance Championships,41,2007,6,2007-06-01,5
3725,West Coast Swing,Advanced,follower,2,6,Swing Niagara Dance Championships,80,2007,6,2007-06-01,2
3725,West Coast Swing,Advanced,follower,3,0,Eastern/Washington Dance Challenge,13,2007,5,2007-05-01,3
3725,West Coast Swing,Advanced,follower,F,1,USA Grand Nationals,25,2007,5,2007-05-01,Final
3725,West Coast Swing,Advanced,follower,F,1,Swingin' New England Dance Festival,70,2006,11,2006-11-01,Final
3725,West Coast Swing,Advanced,follower,3,4,Orange Blossom Dance Festival,82,2006,6,2006-06-01,3
3725,West Coast Swing,Advanced,follower,3,4,USA Grand Nationals,25,2005,5,2005-05-01,3
3725,West Coast Swing,Intermediate,follower,2,6,Boston Dance Revolution,8,2007,8,2007-08-01,2
3725,West Coast Swing,Intermediate,follower,1,10,Summer Hummer,8,2006,8,2006-08-01,1
3725,West Coast Swing,Intermediate,follower,F,1,Liberty Swing Dance Championships,41,2006,6,2006-06-01,Final
3725,West Coast Swing,Intermediate,follower,2,6,Boston Tea Party,8,2006,3,2006-03-01,2
3725,West Coast Swing,Intermediate,follower,4,3,Swing Fling,38,2005,7,2005-07-01,4
3725,West Coast Swing,Intermediate,follower,2,6,Liberty Swing Dance Championships,41,2005,6,2005-06-01,2
3725,West Coast Swing,Intermediate,follower,3,4,Countdown Swing Boston,71,2005,1,2005-01-01,3
3725,West Coast Swing,Intermediate,follower,F,1,Swing Fling,38,2004,7,2004-07-01,Final
3725,West Coast Swing,Intermediate,follower,F,1,Boston Tea Party,8,2003,3,2003-03-01,Final
3727,West Coast Swing,Advanced,leader,4,2,Colorado Country Classic,29,2008,6,2008-06-01,4
3727,West Coast Swing,Advanced,leader,5,2,Boston Tea Party,8,2008,3,2008-03-01,5
3727,West Coast Swing,Advanced,leader,F,1,Reno Dance Sensation,77,2007,3,2007-03-01,Final
3727,West Coast Swing,Advanced,leader,3,4,Colorado Country Classic,29,2006,6,2006-06-01,3
3727,West Coast Swing,Advanced,leader,F,1,Swingtime in the Rockies,29,2005,8,2005-08-01,Final
3727,West Coast Swing,Advanced,leader,3,0,Grand Prix of Swing,9,2005,7,2005-07-01,3
3727,West Coast Swing,Intermediate,leader,F,1,Americas Classic,44,2005,5,2005-05-01,Final
3727,West Coast Swing,Intermediate,leader,1,10,SwingDiego,10,2005,1,2005-01-01,1
3727,West Coast Swing,Intermediate,leader,4,3,Swingtime in the Rockies,29,2004,8,2004-08-01,4
3727,West Coast Swing,Intermediate,leader,2,6,Grand Prix of Swing,9,2004,7,2004-07-01,2
3727,West Coast Swing,Novice,leader,1,10,KC Swing Challenge and Heartland Dance Festival,9,2003,11,2003-11-01,1
3727,West Coast Swing,Novice,leader,F,1,4TH of July Convention,3,2003,7,2003-07-01,Final
3727,West Coast Swing,Novice,leader,1,10,J&J O'Rama,23,2003,6,2003-06-01,1
3727,West Coast Swing,Newcomer,leader,2,6,Boston Tea Party,8,2003,3,2003-03-01,2
3727,Lindy,Advanced,leader,3,4,Boogie By The Bay,2,2006,10,2006-10-01,3
3727,Lindy,Advanced,leader,2,6,Boogie By The Bay,2,2005,10,2005-10-01,2
3728,West Coast Swing,Newcomer,follower,3,4,Boston Tea Party,8,2003,3,2003-03-01,3
3729,West Coast Swing,Intermediate,leader,5,2,Boston Dance Revolution,8,2006,8,2006-08-01,5
3729,West Coast Swing,Newcomer,leader,F,1,Boston Tea Party,8,2003,3,2003-03-01,Final
3730,West Coast Swing,Newcomer,leader,F,1,Boston Tea Party,8,2003,3,2003-03-01,Final
3731,West Coast Swing,Intermediate,leader,5,1,CASH Bash,96,2007,11,2007-11-01,5
3731,West Coast Swing,Intermediate,leader,2,6,CASH Bash,96,2006,11,2006-11-01,2
3731,West Coast Swing,Intermediate,leader,4,3,Swing Niagara Dance Championships,80,2006,6,2006-06-01,4
3731,West Coast Swing,Intermediate,leader,2,6,Motown Dance Championships,51,2005,4,2005-04-01,2
3731,West Coast Swing,Intermediate,leader,F,1,Motor City Jam,12,2004,2,2004-02-01,Final
3731,West Coast Swing,Intermediate,leader,5,2,Countdown Swing Boston,71,2004,1,2004-01-01,5
3731,West Coast Swing,Intermediate,leader,4,3,Motor City Jam,12,2003,2,2003-02-01,4
3731,West Coast Swing,Novice,leader,2,6,Michigan Dance Classic,51,2004,7,2004-07-01,2
3731,West Coast Swing,Novice,leader,1,10,Swing Niagara Dance Championships,80,2004,6,2004-06-01,1
3731,West Coast Swing,Novice,leader,F,1,CASH Bash,96,2003,11,2003-11-01,Final
3731,West Coast Swing,Novice,leader,4,3,Mid-American Dance Championships,34,2003,9,2003-09-01,4
3731,West Coast Swing,Newcomer,leader,F,1,Boston Tea Party,8,2003,3,2003-03-01,Final
3734,Lindy,Intermediate,leader,2,6,Motor City Jam,12,2003,2,2003-02-01,2
3733,Lindy,Advanced,leader,3,4,American Open,51,2004,6,2004-06-01,3
3733,Lindy,Intermediate,leader,1,10,Motor City Jam,12,2003,2,2003-02-01,1
3732,West Coast Swing,Intermediate,follower,5,1,Da Dance Camp,34,2007,2,2007-02-01,5
3732,West Coast Swing,Intermediate,follower,F,1,Wisconsin Dance Challenge/Midwest Area Swing Dance Challenge,61,2005,7,2005-07-01,Final
3732,West Coast Swing,Intermediate,follower,3,4,Mid-American Dance Championships,34,2004,9,2004-09-01,3
3732,West Coast Swing,Intermediate,follower,F,1,Michigan Dance Classic,51,2004,7,2004-07-01,Final
3732,West Coast Swing,Intermediate,follower,5,2,Indy Swing Classic,64,2004,6,2004-06-01,5
3732,West Coast Swing,Novice,follower,F,1,Wisconsin Dance Challenge/Midwest Area Swing Dance Challenge,61,2004,7,2004-07-01,Final
3732,West Coast Swing,Novice,follower,1,10,Wisconsin Dance Challenge/Midwest Area Swing Dance Challenge,61,2003,7,2003-07-01,1
3732,West Coast Swing,Novice,follower,4,3,Indy Swing Classic,64,2003,6,2003-06-01,4
3732,West Coast Swing,Novice,follower,5,2,Spring Swing,51,2003,5,2003-05-01,5
3732,West Coast Swing,Novice,follower,5,2,Chicago Dance Challenge,34,2003,4,2003-04-01,5
3732,West Coast Swing,Novice,follower,5,2,Boston Tea Party,8,2003,3,2003-03-01,5
3735,Lindy,Advanced,follower,2,6,American Open,51,2004,6,2004-06-01,2
3735,Lindy,Intermediate,follower,2,6,Motor City Jam,12,2003,2,2003-02-01,2
3736,Lindy,Advanced,leader,3,4,Canadian Swing Championships,86,2005,5,2005-05-01,3
3736,Lindy,Advanced,leader,4,3,American Open,51,2004,6,2004-06-01,4
3736,Lindy,Intermediate,leader,4,3,Motor City Jam,12,2003,2,2003-02-01,4
3737,Lindy,Intermediate,leader,5,2,Motor City Jam,12,2003,2,2003-02-01,5
3738,Lindy,Intermediate,follower,5,2,Motor City Jam,12,2003,2,2003-02-01,5
3739,Lindy,Intermediate,leader,F,1,Motor City Jam,12,2003,2,2003-02-01,Final
3741,West Coast Swing,Intermediate,follower,5,2,Motor City Jam,12,2003,2,2003-02-01,5
3742,West Coast Swing,Master,follower,3,4,Easter Swing,30,2003,4,2003-04-01,3
3744,West Coast Swing,Intermediate,follower,F,1,Bridgetown Swing Boogie,74,2006,9,2006-09-01,Final
3744,West Coast Swing,Intermediate,follower,1,0,Bridgetown Swing Boogie,74,2005,9,2005-09-01,1
3744,West Coast Swing,Novice,follower,5,2,Boogie By The Bay,2,2003,10,2003-10-01,5
3744,West Coast Swing,Novice,follower,1,10,Monster Mash,81,2003,10,2003-10-01,1
3744,West Coast Swing,Novice,follower,F,1,Bridgetown Swing Boogie,74,2003,9,2003-09-01,Final
3744,West Coast Swing,Novice,follower,1,10,Easter Swing,30,2003,4,2003-04-01,1
3746,West Coast Swing,Intermediate,leader,5,1,Come Rain Come Shine,4,2009,5,2009-05-01,5
3746,West Coast Swing,Intermediate,leader,1,8,Bridgetown Swing Boogie,74,2008,9,2008-09-01,1
3746,West Coast Swing,Intermediate,leader,4,4,Easter Swing,30,2007,4,2007-04-01,4
3746,West Coast Swing,Intermediate,leader,4,3,Bridgetown Swing Boogie,74,2006,9,2006-09-01,4
3746,West Coast Swing,Intermediate,leader,3,4,Reno Dance Sensation,77,2006,3,2006-03-01,3
3746,West Coast Swing,Novice,leader,1,0,Bridgetown Swing Boogie,74,2005,9,2005-09-01,1
3746,West Coast Swing,Novice,leader,5,2,Bridgetown Swing Boogie,74,2004,9,2004-09-01,5
3746,West Coast Swing,Novice,leader,3,4,Easter Swing,30,2004,4,2004-04-01,3
3746,West Coast Swing,Novice,leader,F,1,Monster Mash,81,2003,10,2003-10-01,Final
3746,West Coast Swing,Novice,leader,5,2,Bridgetown Swing Boogie,74,2003,9,2003-09-01,5
3746,West Coast Swing,Novice,leader,2,6,Sea to Sky,30,2003,9,2003-09-01,2
3746,West Coast Swing,Novice,leader,5,2,Easter Swing,30,2003,4,2003-04-01,5
3745,West Coast Swing,Advanced,follower,1,5,Come Rain Come Shine,4,2009,5,2009-05-01,1
3745,West Coast Swing,Advanced,follower,F,1,Easter Swing,30,2009,4,2009-04-01,Final
3745,West Coast Swing,Advanced,follower,F,1,Boogie By The Bay,2,2008,10,2008-10-01,Final
3745,West Coast Swing,Advanced,follower,1,5,Sea to Sky,30,2008,9,2008-09-01,1
3745,West Coast Swing,Advanced,follower,2,6,Bridgetown Swing Boogie,74,2008,9,2008-09-01,2
3745,West Coast Swing,Advanced,follower,2,8,Easter Swing,30,2008,4,2008-04-01,2
3745,West Coast Swing,Advanced,follower,5,1,Reno Dance Sensation,77,2008,3,2008-03-01,5
3745,West Coast Swing,Advanced,follower,3,3,Sea to Sky,30,2007,9,2007-09-01,3
3745,West Coast Swing,Advanced,follower,2,6,British Columbia Dance Challenge,128,2007,3,2007-03-01,2
3745,West Coast Swing,Advanced,follower,3,4,Bridgetown Swing Boogie,74,2006,9,2006-09-01,3
3745,West Coast Swing,Intermediate,follower,1,10,British Columbia Dance Challenge,128,2006,3,2006-03-01,1
3745,West Coast Swing,Intermediate,follower,3,4,Monster Mash,81,2005,10,2005-10-01,3
3745,West Coast Swing,Intermediate,follower,2,0,Bridgetown Swing Boogie,74,2005,9,2005-09-01,2
3745,West Coast Swing,Novice,follower,2,6,Vancouver Vibrations,154,2005,5,2005-05-01,2
3745,West Coast Swing,Novice,follower,1,10,Easter Swing,30,2005,4,2005-04-01,1
3745,West Coast Swing,Novice,follower,F,1,Monster Mash,81,2004,10,2004-10-01,Final
3745,West Coast Swing,Novice,follower,F,1,Bridgetown Swing Boogie,74,2004,9,2004-09-01,Final
3745,West Coast Swing,Novice,follower,F,1,Sea to Sky,30,2003,9,2003-09-01,Final
3745,West Coast Swing,Novice,follower,2,6,Easter Swing,30,2003,4,2003-04-01,2
3745,Lindy,Advanced,follower,F,1,Boogie By The Bay,2,2007,10,2007-10-01,Final
3743,West Coast Swing,Master,leader,4,3,Capital Swing Dance Convention,6,2004,2,2004-02-01,4
3743,West Coast Swing,Master,leader,4,3,Easter Swing,30,2003,4,2003-04-01,4
3740,Lindy,Intermediate,follower,F,1,Motor City Jam,12,2003,2,2003-02-01,Final
3747,West Coast Swing,Novice,follower,F,1,Easter Swing,30,2003,4,2003-04-01,Final
3748,West Coast Swing,Novice,leader,F,1,Mountain Magic,28,2010,11,2010-11-01,Final
3748,West Coast Swing,Novice,leader,F,1,Mountain Magic,28,2009,11,2009-11-01,Final
3748,West Coast Swing,Novice,leader,4,3,Mountain Magic,28,2005,11,2005-11-01,4
3748,West Coast Swing,Novice,leader,F,1,Easter Swing,30,2003,4,2003-04-01,Final
3748,West Coast Swing,Master,leader,5,1,Mountain Magic,28,2010,11,2010-11-01,5
3748,West Coast Swing,Master,leader,F,1,Mountain Magic,28,2009,11,2009-11-01,Final
3748,West Coast Swing,Master,leader,3,4,Mountain Magic,28,2007,11,2007-11-01,3
3749,West Coast Swing,Advanced,leader,F,1,Sea to Sky,30,2011,10,2011-10-01,Final
3749,West Coast Swing,Advanced,leader,5,2,Bridgetown Swing Boogie,74,2006,9,2006-09-01,5
3749,West Coast Swing,Advanced,leader,F,1,Easter Swing,30,2006,4,2006-04-01,Final
3749,West Coast Swing,Advanced,leader,1,10,Monster Mash,81,2005,10,2005-10-01,1
3749,West Coast Swing,Advanced,leader,F,1,Easter Swing,30,2005,4,2005-04-01,Final
3749,West Coast Swing,Advanced,leader,1,10,Monster Mash,81,2004,10,2004-10-01,1
3749,West Coast Swing,Intermediate,leader,1,10,Bridgetown Swing Boogie,74,2004,9,2004-09-01,1
3749,West Coast Swing,Intermediate,leader,5,2,Easter Swing,30,2004,4,2004-04-01,5
3749,West Coast Swing,Intermediate,leader,2,6,Monster Mash,81,2003,10,2003-10-01,2
3749,West Coast Swing,Intermediate,leader,3,4,Easter Swing,30,2003,4,2003-04-01,3
3750,West Coast Swing,Advanced,follower,5,1,Bridgetown Swing Boogie,74,2007,9,2007-09-01,5
3750,West Coast Swing,Advanced,follower,4,3,West Coast Dance Challenge,97,2006,11,2006-11-01,4
3750,West Coast Swing,Advanced,follower,F,1,Bridgetown Swing Boogie,74,2006,9,2006-09-01,Final
3750,West Coast Swing,Advanced,follower,1,10,Monster Mash,81,2005,10,2005-10-01,1
3750,West Coast Swing,Advanced,follower,2,6,Monster Mash,81,2004,10,2004-10-01,2
3750,West Coast Swing,Intermediate,follower,F,1,Bridgetown Swing Boogie,74,2004,9,2004-09-01,Final
3750,West Coast Swing,Intermediate,follower,F,1,Easter Swing,30,2004,4,2004-04-01,Final
3750,West Coast Swing,Intermediate,follower,1,10,Monster Mash,81,2003,10,2003-10-01,1
3750,West Coast Swing,Intermediate,follower,2,6,Bridgetown Swing Boogie,74,2003,9,2003-09-01,2
3750,West Coast Swing,Intermediate,follower,5,2,Easter Swing,30,2003,4,2003-04-01,5
3752,West Coast Swing,Champion,follower,3,3,World Swing Dance Championships,14,2010,5,2010-05-01,3
3752,West Coast Swing,Champion,follower,2,8,J&J O'Rama,23,2008,6,2008-06-01,2
3752,West Coast Swing,Champion,follower,5,2,Halloween SwingThing,24,2006,10,2006-10-01,5
3752,West Coast Swing,Champion,follower,5,2,J&J O'Rama,23,2006,6,2006-06-01,5
3752,West Coast Swing,Champion,follower,5,2,Los Angeles Premiere Dance Classic,22,2006,4,2006-04-01,5
3752,West Coast Swing,Champion,follower,F,1,SwingDiego,10,2006,1,2006-01-01,Final
3752,West Coast Swing,Champion,follower,F,1,SwingDiego,10,2005,1,2005-01-01,Final
3752,West Coast Swing,Champion,follower,2,6,Halloween SwingThing,24,2003,10,2003-10-01,2
3752,West Coast Swing,Invitational,follower,5,0,Capital Swing Dance Convention,6,2007,2,2007-02-01,5
3752,West Coast Swing,Invitational,follower,1,0,Palm Springs New Years Swing Dance Classic,20,2006,12,2006-12-01,1
3752,West Coast Swing,Invitational,follower,3,4,Liberty Swing Dance Championships,41,2005,6,2005-06-01,3
3752,West Coast Swing,Invitational,follower,5,2,Easter Swing,30,2005,4,2005-04-01,5
3752,West Coast Swing,Invitational,follower,5,2,Michigan Dance Classic,51,2004,7,2004-07-01,5
3752,West Coast Swing,Invitational,follower,3,4,Palm Springs New Years Swing Dance Classic,20,2003,12,2003-12-01,3
3752,West Coast Swing,Advanced,follower,F,1,Boogie By The Bay,2,2004,10,2004-10-01,Final
3752,West Coast Swing,Advanced,follower,3,4,J&J O'Rama,23,2004,6,2004-06-01,3
3752,West Coast Swing,Advanced,follower,F,1,Easter Swing,30,2004,4,2004-04-01,Final
3752,West Coast Swing,Advanced,follower,2,6,Boogie By The Bay,2,2003,10,2003-10-01,2
3752,West Coast Swing,Advanced,follower,3,4,Easter Swing,30,2003,4,2003-04-01,3
3752,West Coast Swing,Juniors,follower,2,6,Capital Swing Dance Convention,6,2005,2,2005-02-01,2
3752,West Coast Swing,Juniors,follower,4,3,J&J O'Rama,23,2004,6,2004-06-01,4
3752,West Coast Swing,Juniors,follower,3,4,Capital Swing Dance Convention,6,2004,2,2004-02-01,3
3752,West Coast Swing,Juniors,follower,1,10,Capital Swing Dance Convention,6,2003,2,2003-02-01,1
3753,West Coast Swing,Invitational,leader,5,2,Easter Swing,30,2004,4,2004-04-01,5
3753,West Coast Swing,Invitational,leader,3,4,Easter Swing,30,2003,4,2003-04-01,3
3754,Lindy,Intermediate,follower,3,4,Motor City Jam,12,2003,2,2003-02-01,3
3755,West Coast Swing,Advanced,leader,2,4,MidAtlantic Dance Classic,38,2015,5,2015-05-01,2
3755,West Coast Swing,Advanced,leader,F,1,DC Swing eXperience (DCSX),38,2012,11,2012-11-01,Final
3755,West Coast Swing,Advanced,leader,2,4,Swing Fling,38,2011,8,2011-08-01,2
3755,West Coast Swing,Advanced,leader,5,1,Virginia State Open,38,2010,11,2010-11-01,5
3755,West Coast Swing,Advanced,leader,F,1,Summer Hummer,8,2009,8,2009-08-01,Final
3755,West Coast Swing,Advanced,leader,3,3,Swingin' Into Spring,131,2009,5,2009-05-01,3
3755,West Coast Swing,Advanced,leader,5,2,Nashville Swing & Shag Dance Classic,43,2006,10,2006-10-01,5
3755,West Coast Swing,Advanced,leader,5,2,MADjam,13,2006,3,2006-03-01,5
3755,West Coast Swing,Advanced,leader,F,1,Dallas D.A.N.C.E.,21,2005,9,2005-09-01,Final
3755,West Coast Swing,Advanced,leader,1,10,Swing Fling,38,2005,7,2005-07-01,1
3755,West Coast Swing,Intermediate,leader,F,1,Dallas D.A.N.C.E.,21,2004,9,2004-09-01,Final
3755,West Coast Swing,Intermediate,leader,5,2,Americas Classic,44,2004,5,2004-05-01,5
3755,West Coast Swing,Novice,leader,2,6,Americas Classic,44,2003,5,2003-05-01,2
