edition_id,event_id,event_name,event_year,event_month,division,dance,leader_tier,follower_tier,leader_status,follower_status,worst_status,leader_scored,follower_scored,est_min_entries,est_max_entries,both_roles_present,range_conflict
2160,240,Westie Gala,2023,1,Advanced,West Coast Swing,2,3,matched,matched,matched,5,10,31,58,t,f
2160,240,Westie Gala,2023,1,All-Star,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
2160,240,Westie Gala,2023,1,Intermediate,West Coast Swing,3,3,matched,matched,matched,10,10,40,78,t,f
2160,240,Westie Gala,2023,1,Newcomer,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
2160,240,Westie Gala,2023,1,Novice,West Coast Swing,4,4,matched,matched,matched,15,15,80,158,t,f
2325,271,Berlin Swing Revolution,2022,12,Advanced,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
2325,271,Berlin Swing Revolution,2022,12,All-Star,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
2325,271,Berlin Swing Revolution,2022,12,Intermediate,West Coast Swing,2,3,matched,matched,matched,5,12,31,58,t,f
2325,271,Berlin Swing Revolution,2022,12,Newcomer,West Coast Swing,1,2,matched,matched,matched,3,5,16,29,t,f
2325,271,Berlin Swing Revolution,2022,12,Novice,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
2426,290,Shooba Dooba Swing,2022,12,Advanced,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
2426,290,Shooba Dooba Swing,2022,12,All-Star,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
2426,290,Shooba Dooba Swing,2022,12,Intermediate,West Coast Swing,2,3,matched,matched,matched,5,12,31,58,t,f
2426,290,Shooba Dooba Swing,2022,12,Novice,West Coast Swing,3,4,matched,matched,matched,12,15,60,118,t,f
1956,213,Swingtimate,2022,12,Advanced,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
1956,213,Swingtimate,2022,12,Intermediate,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
1956,213,Swingtimate,2022,12,Novice,West Coast Swing,2,3,matched,matched,matched,5,12,31,58,t,f
1945,212,The After Party (TAP),2022,12,Advanced,West Coast Swing,4,4,matched,matched,matched,15,15,80,158,t,f
1945,212,The After Party (TAP),2022,12,All-Star,West Coast Swing,4,4,matched,matched,matched,15,15,80,158,t,f
1945,212,The After Party (TAP),2022,12,Intermediate,West Coast Swing,4,5,matched,matched,matched,15,15,120,208,t,f
1945,212,The After Party (TAP),2022,12,Master,West Coast Swing,1,2,matched,matched,matched,3,5,16,29,t,f
1945,212,The After Party (TAP),2022,12,Novice,West Coast Swing,5,5,matched,matched,matched,15,15,160,258,t,f
2149,238,Winter White,2022,12,Advanced,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
2149,238,Winter White,2022,12,All-Star,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
2149,238,Winter White,2022,12,Intermediate,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
2149,238,Winter White,2022,12,Newcomer,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
2149,238,Winter White,2022,12,Novice,West Coast Swing,3,4,matched,matched,matched,12,15,60,118,t,f
2308,269,Autumn Swing Challenge,2022,11,Advanced,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
2308,269,Autumn Swing Challenge,2022,11,All-Star,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
2308,269,Autumn Swing Challenge,2022,11,Intermediate,West Coast Swing,3,4,matched,matched,matched,12,15,60,118,t,f
2308,269,Autumn Swing Challenge,2022,11,Newcomer,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
2308,269,Autumn Swing Challenge,2022,11,Novice,West Coast Swing,4,4,matched,matched,matched,15,15,80,158,t,f
969,87,CASH Bash,2022,11,Advanced,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
969,87,CASH Bash,2022,11,Intermediate,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
969,87,CASH Bash,2022,11,Master,West Coast Swing,2,3,matched,matched,matched,5,10,31,58,t,f
969,87,CASH Bash,2022,11,Novice,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
1716,181,DC Swing eXperience (DCSX),2022,11,Advanced,West Coast Swing,4,3,matched,matched,matched,15,12,60,118,t,f
1716,181,DC Swing eXperience (DCSX),2022,11,All-Star,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
1716,181,DC Swing eXperience (DCSX),2022,11,Intermediate,West Coast Swing,4,4,matched,matched,matched,14,14,80,158,t,f
1716,181,DC Swing eXperience (DCSX),2022,11,Master,West Coast Swing,2,1,matched,matched,matched,5,3,16,29,t,f
1716,181,DC Swing eXperience (DCSX),2022,11,Newcomer,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
1716,181,DC Swing eXperience (DCSX),2022,11,Novice,West Coast Swing,4,4,matched,matched,matched,15,15,80,158,t,f
2410,288,Midnight Madness,2022,11,Advanced,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
2410,288,Midnight Madness,2022,11,All-Star,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
2410,288,Midnight Madness,2022,11,Intermediate,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
2410,288,Midnight Madness,2022,11,Master,West Coast Swing,2,3,matched,matched,matched,5,12,31,58,t,f
2410,288,Midnight Madness,2022,11,Newcomer,West Coast Swing,1,2,matched,matched,matched,3,5,16,29,t,f
2410,288,Midnight Madness,2022,11,Novice,West Coast Swing,3,4,matched,matched,matched,12,15,60,118,t,f
1808,194,Moscow Westie Fest,2022,11,Advanced,West Coast Swing,1,2,matched,matched,matched,3,5,16,29,t,f
1808,194,Moscow Westie Fest,2022,11,Intermediate,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
1808,194,Moscow Westie Fest,2022,11,Novice,West Coast Swing,3,4,matched,matched,matched,12,13,60,118,t,f
388,31,Mountain Magic,2022,11,Advanced,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
388,31,Mountain Magic,2022,11,All-Star,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
388,31,Mountain Magic,2022,11,Intermediate,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
388,31,Mountain Magic,2022,11,Master,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
388,31,Mountain Magic,2022,11,Novice,West Coast Swing,3,3,matched,matched,matched,10,10,40,78,t,f
2084,229,Scandinavian Open,2022,11,Advanced,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
2084,229,Scandinavian Open,2022,11,All-Star,West Coast Swing,3,2,matched,matched,matched,12,5,31,58,t,f
2084,229,Scandinavian Open,2022,11,Intermediate,West Coast Swing,4,4,matched,matched,matched,15,15,80,158,t,f
2084,229,Scandinavian Open,2022,11,Newcomer,West Coast Swing,2,3,matched,matched,matched,5,12,31,58,t,f
2084,229,Scandinavian Open,2022,11,Novice,West Coast Swing,5,5,matched,matched,matched,15,15,160,258,t,f
2536,330,Simply Adelaide West Coast Swing,2022,11,Advanced,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
2536,330,Simply Adelaide West Coast Swing,2022,11,Intermediate,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
2536,330,Simply Adelaide West Coast Swing,2022,11,Master,West Coast Swing,1,2,matched,matched,matched,3,5,16,29,t,f
2536,330,Simply Adelaide West Coast Swing,2022,11,Newcomer,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
2536,330,Simply Adelaide West Coast Swing,2022,11,Novice,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
802,68,US Open Swing Dance Championships,2022,11,Advanced,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
802,68,US Open Swing Dance Championships,2022,11,All-Star,West Coast Swing,3,4,matched,matched,matched,12,15,60,118,t,f
802,68,US Open Swing Dance Championships,2022,11,Champion,West Coast Swing,3,2,matched,matched,matched,8,5,31,58,t,f
802,68,US Open Swing Dance Championships,2022,11,Intermediate,West Coast Swing,4,3,matched,matched,matched,15,12,60,118,t,f
802,68,US Open Swing Dance Championships,2022,11,Master,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
802,68,US Open Swing Dance Championships,2022,11,Novice,West Coast Swing,3,4,matched,matched,matched,12,15,60,118,t,f
2501,312,Westie Pink City,2022,11,Advanced,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
2501,312,Westie Pink City,2022,11,All-Star,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
2501,312,Westie Pink City,2022,11,Intermediate,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
2501,312,Westie Pink City,2022,11,Newcomer,West Coast Swing,1,2,matched,matched,matched,3,5,16,29,t,f
2501,312,Westie Pink City,2022,11,Novice,West Coast Swing,3,4,matched,matched,matched,12,15,60,118,t,f
2317,270,Westie's Angels,2022,11,Advanced,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
2317,270,Westie's Angels,2022,11,All-Star,West Coast Swing,1,2,matched,matched,matched,3,5,16,29,t,f
2317,270,Westie's Angels,2022,11,Intermediate,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
2317,270,Westie's Angels,2022,11,Juniors,West Coast Swing,1,2,matched,matched,matched,3,5,16,29,t,f
2317,270,Westie's Angels,2022,11,Master,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
2317,270,Westie's Angels,2022,11,Newcomer,West Coast Swing,2,3,matched,matched,matched,5,12,31,58,t,f
2317,270,Westie's Angels,2022,11,Novice,West Coast Swing,4,4,matched,matched,matched,15,15,80,158,t,f
2527,323,Westies on the Water,2022,11,Intermediate,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
2527,323,Westies on the Water,2022,11,Master,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
2527,323,Westies on the Water,2022,11,Newcomer,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
2527,323,Westies on the Water,2022,11,Novice,West Coast Swing,2,3,matched,matched,matched,5,12,31,58,t,f
1933,211,Atlanta Swing Classic,2022,10,Advanced,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
1933,211,Atlanta Swing Classic,2022,10,All-Star,West Coast Swing,3,3,matched,matched,matched,11,11,40,78,t,f
1933,211,Atlanta Swing Classic,2022,10,Intermediate,West Coast Swing,4,4,matched,matched,matched,14,14,80,158,t,f
1933,211,Atlanta Swing Classic,2022,10,Master,West Coast Swing,3,2,matched,matched,matched,10,5,31,58,t,f
1933,211,Atlanta Swing Classic,2022,10,Newcomer,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
1933,211,Atlanta Swing Classic,2022,10,Novice,West Coast Swing,4,4,matched,matched,matched,15,15,80,158,t,f
85,8,Boogie By The Bay,2022,10,Advanced,West Coast Swing,4,4,matched,matched,matched,10,10,80,158,t,f
85,8,Boogie By The Bay,2022,10,All-Star,West Coast Swing,3,4,matched,matched,matched,10,10,60,118,t,f
85,8,Boogie By The Bay,2022,10,Champion,West Coast Swing,3,2,matched,matched,matched,10,5,31,58,t,f
85,8,Boogie By The Bay,2022,10,Intermediate,West Coast Swing,4,4,matched,matched,matched,10,10,80,158,t,f
85,8,Boogie By The Bay,2022,10,Master,West Coast Swing,3,3,matched,matched,matched,10,10,40,78,t,f
85,8,Boogie By The Bay,2022,10,Novice,West Coast Swing,4,4,matched,matched,matched,15,15,80,158,t,f
757,65,Halloween SwingThing,2022,10,Advanced,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
757,65,Halloween SwingThing,2022,10,All-Star,West Coast Swing,3,3,matched,matched,matched,10,10,40,78,t,f
757,65,Halloween SwingThing,2022,10,Intermediate,West Coast Swing,4,4,matched,matched,matched,14,14,80,158,t,f
757,65,Halloween SwingThing,2022,10,Master,West Coast Swing,3,3,matched,matched,matched,10,10,40,78,t,f
757,65,Halloween SwingThing,2022,10,Novice,West Coast Swing,4,4,matched,matched,matched,14,14,80,158,t,f
1583,165,Midland Swing Open,2022,10,Advanced,West Coast Swing,1,2,matched,matched,matched,3,5,16,29,t,f
1583,165,Midland Swing Open,2022,10,Intermediate,West Coast Swing,2,3,matched,matched,matched,5,12,31,58,t,f
1583,165,Midland Swing Open,2022,10,Master,West Coast Swing,1,2,matched,matched,matched,3,5,16,29,t,f
1583,165,Midland Swing Open,2022,10,Newcomer,West Coast Swing,1,2,matched,matched,matched,3,5,16,29,t,f
1583,165,Midland Swing Open,2022,10,Novice,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
2522,322,Milan Modern Swing,2022,10,Advanced,West Coast Swing,2,3,matched,matched,matched,5,12,31,58,t,f
2522,322,Milan Modern Swing,2022,10,All-Star,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
2522,322,Milan Modern Swing,2022,10,Intermediate,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
2522,322,Milan Modern Swing,2022,10,Newcomer,West Coast Swing,1,2,matched,matched,matched,3,5,16,29,t,f
2522,322,Milan Modern Swing,2022,10,Novice,West Coast Swing,3,4,matched,matched,matched,12,15,60,118,t,f
1698,179,New Zealand Open Swing Dance Championships,2022,10,Advanced,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
1698,179,New Zealand Open Swing Dance Championships,2022,10,Intermediate,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
1698,179,New Zealand Open Swing Dance Championships,2022,10,Novice,West Coast Swing,3,4,matched,matched,matched,9,9,60,118,t,f
457,43,Paradise Dance Festival,2022,10,Advanced,West Coast Swing,2,1,matched,matched,matched,5,3,16,29,t,f
457,43,Paradise Dance Festival,2022,10,All-Star,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
457,43,Paradise Dance Festival,2022,10,Intermediate,West Coast Swing,3,3,matched,matched,matched,10,10,40,78,t,f
457,43,Paradise Dance Festival,2022,10,Master,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
457,43,Paradise Dance Festival,2022,10,Novice,West Coast Swing,3,3,matched,matched,matched,11,11,40,78,t,f
1234,125,Swing City Chicago,2022,10,Advanced,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
1234,125,Swing City Chicago,2022,10,All-Star,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
1234,125,Swing City Chicago,2022,10,Intermediate,West Coast Swing,4,4,matched,matched,matched,15,15,80,158,t,f
1234,125,Swing City Chicago,2022,10,Master,West Coast Swing,2,3,matched,matched,matched,5,12,31,58,t,f
1234,125,Swing City Chicago,2022,10,Newcomer,West Coast Swing,2,3,matched,matched,matched,5,8,31,58,t,f
1234,125,Swing City Chicago,2022,10,Novice,West Coast Swing,4,4,matched,matched,matched,13,13,80,158,t,f
2293,267,Swustlicious,2022,10,Advanced,West Coast Swing,2,1,matched,matched,matched,5,3,16,29,t,f
2293,267,Swustlicious,2022,10,Intermediate,West Coast Swing,2,3,matched,matched,matched,5,12,31,58,t,f
2293,267,Swustlicious,2022,10,Master,West Coast Swing,1,2,matched,matched,matched,3,5,16,29,t,f
2293,267,Swustlicious,2022,10,Newcomer,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
2293,267,Swustlicious,2022,10,Novice,West Coast Swing,2,3,matched,matched,matched,5,12,31,58,t,f
2135,236,Warsaw Halloween Swing,2022,10,Advanced,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
2135,236,Warsaw Halloween Swing,2022,10,All-Star,West Coast Swing,2,1,matched,matched,matched,5,3,16,29,t,f
2135,236,Warsaw Halloween Swing,2022,10,Intermediate,West Coast Swing,4,4,matched,matched,matched,15,15,80,158,t,f
2135,236,Warsaw Halloween Swing,2022,10,Newcomer,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
2135,236,Warsaw Halloween Swing,2022,10,Novice,West Coast Swing,4,4,matched,matched,matched,15,15,80,158,t,f
2400,286,WCS Festival,2022,10,Advanced,West Coast Swing,2,1,matched,matched,matched,5,3,16,29,t,f
2400,286,WCS Festival,2022,10,All-Star,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
2400,286,WCS Festival,2022,10,Intermediate,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
2400,286,WCS Festival,2022,10,Master,West Coast Swing,2,1,matched,matched,matched,5,3,16,29,t,f
2400,286,WCS Festival,2022,10,Newcomer,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
2400,286,WCS Festival,2022,10,Novice,West Coast Swing,4,4,matched,matched,matched,15,15,80,158,t,f
2112,233,Bavarian Open,2022,9,Advanced,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
2112,233,Bavarian Open,2022,9,All-Star,West Coast Swing,2,1,matched,matched,matched,5,3,16,29,t,f
2112,233,Bavarian Open,2022,9,Champion,West Coast Swing,1,1,matched,ambiguous,ambiguous,3,2,10,20,t,f
2112,233,Bavarian Open,2022,9,Intermediate,West Coast Swing,4,4,matched,matched,matched,15,15,80,158,t,f
2112,233,Bavarian Open,2022,9,Master,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
2112,233,Bavarian Open,2022,9,Newcomer,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
2112,233,Bavarian Open,2022,9,Novice,West Coast Swing,4,4,matched,matched,matched,15,15,80,158,t,f
1604,167,Best of the Best WCS,2022,9,Advanced,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
1604,167,Best of the Best WCS,2022,9,All-Star,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
1604,167,Best of the Best WCS,2022,9,Intermediate,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
1604,167,Best of the Best WCS,2022,9,Newcomer,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
1604,167,Best of the Best WCS,2022,9,Novice,West Coast Swing,2,3,matched,matched,matched,5,11,31,58,t,f
134,10,Bridgetown Swing Boogie,2022,9,Advanced,West Coast Swing,2,3,matched,matched,matched,5,11,31,58,t,f
134,10,Bridgetown Swing Boogie,2022,9,All-Star,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
134,10,Bridgetown Swing Boogie,2022,9,Intermediate,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
134,10,Bridgetown Swing Boogie,2022,9,Master,West Coast Swing,1,2,matched,matched,matched,3,5,16,29,t,f
134,10,Bridgetown Swing Boogie,2022,9,Newcomer,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
134,10,Bridgetown Swing Boogie,2022,9,Novice,West Coast Swing,3,4,matched,matched,matched,12,12,60,118,t,f
1319,135,Desert City Swing,2022,9,Advanced,West Coast Swing,4,3,matched,matched,matched,13,12,60,118,t,f
1319,135,Desert City Swing,2022,9,All-Star,West Coast Swing,2,3,matched,matched,matched,5,11,31,58,t,f
1319,135,Desert City Swing,2022,9,Champion,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
1319,135,Desert City Swing,2022,9,Intermediate,West Coast Swing,4,4,matched,matched,matched,14,14,80,158,t,f
1319,135,Desert City Swing,2022,9,Master,West Coast Swing,4,4,matched,matched,matched,11,11,80,158,t,f
1319,135,Desert City Swing,2022,9,Novice,West Coast Swing,5,5,matched,matched,matched,14,14,160,258,t,f
2214,254,Finnfest,2022,9,Advanced,West Coast Swing,1,2,matched,matched,matched,3,5,16,29,t,f
2214,254,Finnfest,2022,9,All-Star,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
2214,254,Finnfest,2022,9,Intermediate,West Coast Swing,2,3,matched,matched,matched,5,12,31,58,t,f
2214,254,Finnfest,2022,9,Newcomer,West Coast Swing,1,2,matched,matched,matched,3,5,16,29,t,f
2214,254,Finnfest,2022,9,Novice,West Coast Swing,3,4,matched,matched,matched,12,15,60,118,t,f
1270,131,Meet Me In St Louis,2022,9,Advanced,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
1270,131,Meet Me In St Louis,2022,9,All-Star,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
1270,131,Meet Me In St Louis,2022,9,Champion,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
1270,131,Meet Me In St Louis,2022,9,Intermediate,West Coast Swing,3,3,matched,matched,matched,10,10,40,78,t,f
1270,131,Meet Me In St Louis,2022,9,Master,West Coast Swing,1,2,matched,matched,matched,3,5,16,29,t,f
1270,131,Meet Me In St Louis,2022,9,Newcomer,West Coast Swing,1,2,matched,matched,matched,3,5,16,29,t,f
1270,131,Meet Me In St Louis,2022,9,Novice,West Coast Swing,3,4,matched,matched,matched,11,11,60,118,t,f
2123,234,Philly Swing Classic,2022,9,Advanced,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
2123,234,Philly Swing Classic,2022,9,All-Star,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
2123,234,Philly Swing Classic,2022,9,Intermediate,West Coast Swing,3,3,matched,matched,matched,10,10,40,78,t,f
2123,234,Philly Swing Classic,2022,9,Master,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
2123,234,Philly Swing Classic,2022,9,Novice,West Coast Swing,3,4,matched,matched,matched,12,15,60,118,t,f
2507,313,Rolling Swing,2022,9,Advanced,West Coast Swing,3,2,matched,matched,matched,12,5,31,58,t,f
2507,313,Rolling Swing,2022,9,All-Star,West Coast Swing,2,1,matched,matched,matched,5,3,16,29,t,f
2507,313,Rolling Swing,2022,9,Intermediate,West Coast Swing,3,4,matched,matched,matched,12,15,60,118,t,f
2507,313,Rolling Swing,2022,9,Juniors,West Coast Swing,1,1,matched,ambiguous,ambiguous,3,2,10,20,t,f
2507,313,Rolling Swing,2022,9,Master,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
2507,313,Rolling Swing,2022,9,Newcomer,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
2507,313,Rolling Swing,2022,9,Novice,West Coast Swing,4,4,matched,matched,matched,15,15,80,158,t,f
533,48,South Bay Dance Fling,2022,9,Advanced,West Coast Swing,1,2,matched,matched,matched,3,5,16,29,t,f
533,48,South Bay Dance Fling,2022,9,Intermediate,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
533,48,South Bay Dance Fling,2022,9,Novice,West Coast Swing,2,3,matched,matched,matched,5,11,31,58,t,f
2096,231,Trilogy Swing,2022,9,Advanced,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
2096,231,Trilogy Swing,2022,9,All-Star,West Coast Swing,2,3,matched,matched,matched,5,10,31,58,t,f
2096,231,Trilogy Swing,2022,9,Intermediate,West Coast Swing,3,4,matched,matched,matched,12,13,60,118,t,f
2096,231,Trilogy Swing,2022,9,Master,West Coast Swing,3,3,matched,matched,matched,11,11,40,78,t,f
2096,231,Trilogy Swing,2022,9,Newcomer,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
2096,231,Trilogy Swing,2022,9,Novice,West Coast Swing,3,4,matched,matched,matched,12,14,60,118,t,f
891,77,Arizona Dance Classic,2022,8,Advanced,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
891,77,Arizona Dance Classic,2022,8,Intermediate,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
891,77,Arizona Dance Classic,2022,8,Master,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
891,77,Arizona Dance Classic,2022,8,Novice,West Coast Swing,2,3,matched,matched,matched,5,10,31,58,t,f
1172,119,Chicagoland Country and Swing Dance Festival,2022,8,Advanced,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
1172,119,Chicagoland Country and Swing Dance Festival,2022,8,All-Star,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
1172,119,Chicagoland Country and Swing Dance Festival,2022,8,Intermediate,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
1172,119,Chicagoland Country and Swing Dance Festival,2022,8,Master,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
1172,119,Chicagoland Country and Swing Dance Festival,2022,8,Newcomer,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
1172,119,Chicagoland Country and Swing Dance Festival,2022,8,Novice,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
2382,282,German Open,2022,8,Advanced,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
2382,282,German Open,2022,8,All-Star,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
2382,282,German Open,2022,8,Intermediate,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
2382,282,German Open,2022,8,Master,West Coast Swing,1,2,matched,matched,matched,3,5,16,29,t,f
2382,282,German Open,2022,8,Newcomer,West Coast Swing,1,2,matched,matched,matched,3,5,16,29,t,f
2382,282,German Open,2022,8,Novice,West Coast Swing,4,4,matched,matched,matched,15,15,80,158,t,f
2390,283,Kazan EL Fest,2022,8,Advanced,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
2390,283,Kazan EL Fest,2022,8,Intermediate,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
2390,283,Kazan EL Fest,2022,8,Newcomer,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
2390,283,Kazan EL Fest,2022,8,Novice,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
1192,120,Lone Star Invitational,2022,8,Advanced,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
1192,120,Lone Star Invitational,2022,8,Intermediate,West Coast Swing,3,2,matched,matched,matched,12,5,31,58,t,f
1192,120,Lone Star Invitational,2022,8,Master,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
1192,120,Lone Star Invitational,2022,8,Novice,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
1525,157,New England Dance Festival,2022,8,All-Star,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
1525,157,New England Dance Festival,2022,8,Intermediate,West Coast Swing,1,2,matched,matched,matched,3,5,16,29,t,f
1525,157,New England Dance Festival,2022,8,Newcomer,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
1525,157,New England Dance Festival,2022,8,Novice,West Coast Swing,2,3,matched,matched,matched,5,11,31,58,t,f
2231,256,Rock the Barn,2022,8,Advanced,West Coast Swing,1,1,ambiguous,matched,ambiguous,2,3,10,20,t,f
2231,256,Rock the Barn,2022,8,Intermediate,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
2231,256,Rock the Barn,2022,8,Newcomer,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
2231,256,Rock the Barn,2022,8,Novice,West Coast Swing,3,4,matched,matched,matched,12,15,60,118,t,f
2278,264,UpTown Swing,2022,8,Advanced,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
2278,264,UpTown Swing,2022,8,All-Star,West Coast Swing,1,1,matched,matched,matched,3,3,10,20,t,f
2278,264,UpTown Swing,2022,8,Intermediate,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
2278,264,UpTown Swing,2022,8,Newcomer,West Coast Swing,2,2,matched,matched,matched,5,5,22,38,t,f
2278,264,UpTown Swing,2022,8,Novice,West Coast Swing,4,4,matched,matched,matched,15,15,80,158,t,f
648,59,Swing Fling,2022,8,Advanced,West Coast Swing,3,3,matched,matched,matched,12,12,40,78,t,f
648,59,Swing Fling,2022,8,All-Star,West Coast Swing,2,3,matched,matched,matched,5,11,31,58,t,f
