dancer_id,role,dance,level,total_points,update_date
6,Follower,West Coast Swing,Champion,10,2026-07-20
6,Follower,West Coast Swing,Invitational,4,2026-07-20
6,Follower,West Coast Swing,Advanced,2,2026-07-20
6,Follower,West Coast Swing,Master,11,2026-07-20
6,Follower,West Coast Swing,Professional,45,2026-07-20
2,Follower,West Coast Swing,Master,14,2026-07-20
4,Leader,West Coast Swing,Advanced,11,2026-07-20
4,Leader,West Coast Swing,Juniors,0,2026-07-20
5,Follower,West Coast Swing,Advanced,39,2026-07-20
5,Follower,West Coast Swing,Professional,12,2026-07-20
7,Leader,West Coast Swing,Champion,14,2026-07-20
7,Leader,West Coast Swing,Invitational,20,2026-07-20
7,Leader,West Coast Swing,All-Star,7,2026-07-20
7,Leader,West Coast Swing,Professional,11,2026-07-20
1,Follower,West Coast Swing,Intermediate,0,2026-07-20
1,Follower,West Coast Swing,Novice,3,2026-07-20
1,Follower,West Coast Swing,Newcomer,4,2026-07-20
12,Leader,West Coast Swing,Intermediate,3,2026-07-20
12,Leader,West Coast Swing,Novice,4,2026-07-20
13,Leader,West Coast Swing,Advanced,7,2026-07-20
15,Leader,West Coast Swing,Advanced,2,2026-07-20
16,Leader,West Coast Swing,Novice,4,2026-07-20
14,Leader,West Coast Swing,Master,6,2026-07-20
17,Leader,West Coast Swing,Novice,10,2026-07-20
17,Leader,West Coast Swing,Master,3,2026-07-20
18,Follower,West Coast Swing,Novice,20,2026-07-20
19,Follower,West Coast Swing,Advanced,14,2026-07-20
19,Follower,West Coast Swing,Novice,10,2026-07-20
20,Leader,West Coast Swing,Master,22,2026-07-20
21,Leader,West Coast Swing,Advanced,3,2026-07-20
21,Leader,West Coast Swing,Novice,1,2026-07-20
24,Follower,West Coast Swing,Advanced,47,2026-07-20
24,Follower,West Coast Swing,Novice,28,2026-07-20
24,Follower,West Coast Swing,Professional,3,2026-07-20
22,Leader,West Coast Swing,Intermediate,3,2026-07-20
22,Leader,West Coast Swing,Novice,16,2026-07-20
25,Leader,West Coast Swing,Novice,6,2026-07-20
25,Leader,West Coast Swing,Master,10,2026-07-20
26,Leader,West Coast Swing,Novice,10,2026-07-20
27,Follower,West Coast Swing,Advanced,6,2026-07-20
28,Follower,West Coast Swing,Intermediate,6,2026-07-20
28,Follower,West Coast Swing,Novice,1,2026-07-20
29,Leader,West Coast Swing,Advanced,4,2026-07-20
29,Leader,West Coast Swing,Intermediate,6,2026-07-20
30,Leader,West Coast Swing,Master,14,2026-07-20
32,Follower,West Coast Swing,Intermediate,16,2026-07-20
33,Leader,West Coast Swing,Novice,21,2026-07-20
33,Leader,West Coast Swing,Sophisticated,2,2026-07-20
31,Follower,West Coast Swing,Advanced,4,2026-07-20
34,Follower,West Coast Swing,Advanced,10,2026-07-20
35,Leader,West Coast Swing,Advanced,6,2026-07-20
35,Leader,West Coast Swing,Novice,3,2026-07-20
36,Follower,West Coast Swing,Novice,10,2026-07-20
36,Follower,West Coast Swing,Newcomer,6,2026-07-20
38,Follower,West Coast Swing,Professional,5,2026-07-20
37,Leader,West Coast Swing,Invitational,4,2026-07-20
39,Follower,West Coast Swing,Professional,10,2026-07-20
40,Leader,West Coast Swing,Advanced,4,2026-07-20
40,Leader,West Coast Swing,Professional,3,2026-07-20
41,Leader,West Coast Swing,Novice,10,2026-07-20
42,Follower,West Coast Swing,Intermediate,9,2026-07-20
47,Leader,West Coast Swing,Advanced,4,2026-07-20
47,Leader,West Coast Swing,Intermediate,1,2026-07-20
47,Leader,West Coast Swing,Master,37,2026-07-20
46,Follower,West Coast Swing,Advanced,69,2026-07-20
46,Follower,West Coast Swing,Master,193,2026-07-20
49,Leader,West Coast Swing,Advanced,21,2026-07-20
50,Leader,West Coast Swing,Champion,134,2026-07-20
50,Leader,West Coast Swing,Invitational,106,2026-07-20
50,Leader,West Coast Swing,All-Star,109,2026-07-20
50,Leader,West Coast Swing,Advanced,91,2026-07-20
50,Leader,West Coast Swing,Sophisticated,29,2026-07-20
50,Leader,West Coast Swing,Professional,43,2026-07-20
50,Leader,West Coast Swing,Teacher,10,2026-07-20
51,Leader,West Coast Swing,Invitational,4,2026-07-20
51,Leader,West Coast Swing,Advanced,22,2026-07-20
51,Leader,West Coast Swing,Professional,22,2026-07-20
54,Leader,West Coast Swing,Advanced,3,2026-07-20
54,Leader,West Coast Swing,Master,1,2026-07-20
55,Follower,West Coast Swing,Advanced,3,2026-07-20
57,Leader,West Coast Swing,Professional,4,2026-07-20
59,Leader,West Coast Swing,Invitational,2,2026-07-20
60,Leader,West Coast Swing,Intermediate,1,2026-07-20
61,Follower,West Coast Swing,Champion,82,2026-07-20
61,Follower,West Coast Swing,Invitational,4,2026-07-20
61,Follower,West Coast Swing,All-Star,86,2026-07-20
61,Follower,West Coast Swing,Advanced,20,2026-07-20
61,Follower,West Coast Swing,Master,134,2026-07-20
61,Follower,West Coast Swing,Sophisticated,21,2026-07-20
61,Follower,West Coast Swing,Professional,48,2026-07-20
64,Follower,West Coast Swing,All-Star,1,2026-07-20
63,Follower,West Coast Swing,Advanced,22,2026-07-20
63,Follower,West Coast Swing,Intermediate,1,2026-07-20
63,Follower,West Coast Swing,Novice,0,2026-07-20
66,Leader,West Coast Swing,Intermediate,3,2026-07-20
66,Leader,West Coast Swing,Master,4,2026-07-20
67,Leader,West Coast Swing,Intermediate,12,2026-07-20
67,Leader,West Coast Swing,Novice,16,2026-07-20
68,Leader,West Coast Swing,Advanced,11,2026-07-20
68,Leader,West Coast Swing,Intermediate,6,2026-07-20
68,Leader,West Coast Swing,Novice,8,2026-07-20
68,Leader,West Coast Swing,Newcomer,10,2026-07-20
68,Leader,West Coast Swing,Professional,4,2026-07-20
69,Follower,West Coast Swing,Advanced,12,2026-07-20
69,Follower,West Coast Swing,Intermediate,1,2026-07-20
69,Follower,West Coast Swing,Master,11,2026-07-20
69,Follower,West Coast Swing,Professional,5,2026-07-20
70,Follower,West Coast Swing,Advanced,6,2026-07-20
71,Leader,West Coast Swing,Newcomer,4,2026-07-20
72,Follower,West Coast Swing,Professional,1,2026-07-20
73,Leader,West Coast Swing,Advanced,14,2026-07-20
73,Leader,West Coast Swing,Novice,14,2026-07-20
73,Leader,West Coast Swing,Master,10,2026-07-20
74,Leader,West Coast Swing,Novice,2,2026-07-20
75,Follower,West Coast Swing,Novice,10,2026-07-20
76,Leader,West Coast Swing,Advanced,6,2026-07-20
76,Leader,West Coast Swing,Intermediate,7,2026-07-20
76,Leader,West Coast Swing,Novice,0,2026-07-20
76,Leader,West Coast Swing,Master,29,2026-07-20
78,Follower,West Coast Swing,Intermediate,2,2026-07-20
78,Follower,West Coast Swing,Master,9,2026-07-20
79,Leader,West Coast Swing,Advanced,10,2026-07-20
79,Leader,West Coast Swing,Novice,0,2026-07-20
79,Leader,West Coast Swing,Professional,1,2026-07-20
80,Follower,West Coast Swing,Novice,3,2026-07-20
77,Follower,West Coast Swing,Advanced,30,2026-07-20
77,Follower,West Coast Swing,Intermediate,8,2026-07-20
77,Follower,West Coast Swing,Novice,0,2026-07-20
77,Follower,West Coast Swing,Master,111,2026-07-20
82,Leader,West Coast Swing,Advanced,8,2026-07-20
82,Leader,West Coast Swing,Intermediate,0,2026-07-20
83,Leader,West Coast Swing,Advanced,2,2026-07-20
83,Leader,West Coast Swing,Intermediate,10,2026-07-20
83,Leader,West Coast Swing,Novice,1,2026-07-20
83,Leader,West Coast Swing,Newcomer,3,2026-07-20
84,Leader,West Coast Swing,Intermediate,10,2026-07-20
84,Leader,West Coast Swing,Novice,10,2026-07-20
84,Leader,West Coast Swing,Master,1,2026-07-20
86,Follower,West Coast Swing,Novice,3,2026-07-20
85,Follower,West Coast Swing,Intermediate,2,2026-07-20
85,Follower,West Coast Swing,Novice,10,2026-07-20
85,Follower,West Coast Swing,Master,13,2026-07-20
87,Follower,West Coast Swing,Champion,32,2026-07-20
87,Follower,West Coast Swing,Invitational,63,2026-07-20
87,Follower,West Coast Swing,All-Star,4,2026-07-20
87,Follower,West Coast Swing,Advanced,22,2026-07-20
87,Follower,West Coast Swing,Professional,86,2026-07-20
89,Leader,West Coast Swing,Advanced,1,2026-07-20
89,Leader,West Coast Swing,Novice,10,2026-07-20
88,Follower,West Coast Swing,Champion,2,2026-07-20
88,Follower,West Coast Swing,Invitational,4,2026-07-20
88,Follower,West Coast Swing,Advanced,9,2026-07-20
88,Follower,West Coast Swing,Professional,24,2026-07-20
88,Follower,West Coast Swing,Teacher,10,2026-07-20
90,Leader,West Coast Swing,Advanced,4,2026-07-20
90,Leader,West Coast Swing,Intermediate,4,2026-07-20
91,Follower,West Coast Swing,Novice,6,2026-07-20
92,Leader,West Coast Swing,Professional,6,2026-07-20
93,Leader,West Coast Swing,Novice,10,2026-07-20
95,Leader,West Coast Swing,Advanced,6,2026-07-20
94,Follower,West Coast Swing,Novice,6,2026-07-20
97,Leader,West Coast Swing,Advanced,15,2026-07-20
96,Follower,West Coast Swing,Champion,8,2026-07-20
96,Follower,West Coast Swing,All-Star,3,2026-07-20
96,Follower,West Coast Swing,Advanced,6,2026-07-20
96,Follower,West Coast Swing,Professional,24,2026-07-20
98,Follower,West Coast Swing,Intermediate,12,2026-07-20
98,Follower,West Coast Swing,Novice,1,2026-07-20
98,Follower,West Coast Swing,Newcomer,1,2026-07-20
99,Follower,West Coast Swing,Novice,4,2026-07-20
100,Leader,West Coast Swing,Champion,2,2026-07-20
100,Leader,West Coast Swing,Advanced,0,2026-07-20
100,Leader,Lindy,Advanced,4,2026-07-20
104,Follower,West Coast Swing,Advanced,14,2026-07-20
104,Follower,West Coast Swing,Intermediate,2,2026-07-20
105,Leader,West Coast Swing,Advanced,9,2026-07-20
102,Follower,West Coast Swing,Champion,52,2026-07-20
102,Follower,West Coast Swing,Invitational,52,2026-07-20
102,Follower,West Coast Swing,Professional,158,2026-07-20
103,Leader,West Coast Swing,Champion,24,2026-07-20
103,Leader,West Coast Swing,Invitational,23,2026-07-20
103,Leader,West Coast Swing,Advanced,4,2026-07-20
103,Leader,West Coast Swing,Professional,100,2026-07-20
108,Follower,West Coast Swing,Advanced,11,2026-07-20
108,Follower,West Coast Swing,Intermediate,0,2026-07-20
108,Follower,West Coast Swing,Professional,10,2026-07-20
106,Follower,West Coast Swing,Advanced,4,2026-07-20
107,Follower,West Coast Swing,Novice,0,2026-07-20
109,Leader,West Coast Swing,Advanced,9,2026-07-20
112,Leader,West Coast Swing,Advanced,6,2026-07-20
110,Leader,West Coast Swing,Newcomer,6,2026-07-20
111,Leader,West Coast Swing,Advanced,16,2026-07-20
111,Leader,West Coast Swing,Intermediate,23,2026-07-20
111,Leader,West Coast Swing,Novice,4,2026-07-20
111,Leader,West Coast Swing,Master,47,2026-07-20
114,Follower,West Coast Swing,Advanced,6,2026-07-20
114,Follower,West Coast Swing,Intermediate,13,2026-07-20
114,Follower,West Coast Swing,Novice,4,2026-07-20
114,Follower,Lindy,Advanced,11,2026-07-20
115,Leader,West Coast Swing,Novice,4,2026-07-20
113,Leader,West Coast Swing,Novice,3,2026-07-20
116,Follower,West Coast Swing,Advanced,0,2026-07-20
116,Follower,West Coast Swing,Novice,0,2026-07-20
117,Follower,West Coast Swing,Champion,5,2026-07-20
117,Follower,West Coast Swing,Advanced,9,2026-07-20
117,Follower,West Coast Swing,Professional,37,2026-07-20
118,Leader,West Coast Swing,Advanced,11,2026-07-20
118,Leader,West Coast Swing,Intermediate,10,2026-07-20
118,Leader,West Coast Swing,Master,58,2026-07-20
118,Leader,West Coast Swing,Professional,9,2026-07-20
120,Leader,West Coast Swing,Novice,6,2026-07-20
123,Follower,West Coast Swing,Novice,3,2026-07-20
122,Leader,West Coast Swing,Advanced,18,2026-07-20
122,Leader,West Coast Swing,Master,45,2026-07-20
121,Leader,West Coast Swing,Advanced,15,2026-07-20
121,Leader,West Coast Swing,Intermediate,3,2026-07-20
121,Leader,West Coast Swing,Novice,0,2026-07-20
124,Leader,West Coast Swing,Novice,1,2026-07-20
124,Follower,West Coast Swing,Advanced,10,2026-07-20
124,Follower,West Coast Swing,Master,117,2026-07-20
124,Follower,West Coast Swing,Professional,15,2026-07-20
125,Leader,West Coast Swing,Intermediate,1,2026-07-20
125,Leader,West Coast Swing,Novice,1,2026-07-20
125,Leader,West Coast Swing,Newcomer,3,2026-07-20
125,Leader,West Coast Swing,Master,1,2026-07-20
127,Follower,West Coast Swing,Advanced,19,2026-07-20
127,Follower,West Coast Swing,Professional,8,2026-07-20
128,Leader,West Coast Swing,Intermediate,4,2026-07-20
128,Leader,West Coast Swing,Novice,1,2026-07-20
130,Leader,West Coast Swing,Novice,0,2026-07-20
129,Leader,West Coast Swing,Advanced,2,2026-07-20
133,Follower,West Coast Swing,Advanced,0,2026-07-20
131,Follower,West Coast Swing,Novice,7,2026-07-20
132,Leader,West Coast Swing,Advanced,22,2026-07-20
132,Leader,West Coast Swing,Novice,6,2026-07-20
132,Leader,West Coast Swing,Master,35,2026-07-20
126,Leader,West Coast Swing,Advanced,54,2026-07-20
126,Leader,West Coast Swing,Novice,10,2026-07-20
134,Follower,West Coast Swing,Advanced,35,2026-07-20
139,Follower,West Coast Swing,Advanced,8,2026-07-20
136,Leader,West Coast Swing,Champion,2,2026-07-20
136,Leader,West Coast Swing,Invitational,15,2026-07-20
136,Leader,West Coast Swing,All-Star,7,2026-07-20
136,Leader,West Coast Swing,Advanced,33,2026-07-20
136,Leader,West Coast Swing,Professional,26,2026-07-20
137,Follower,West Coast Swing,Intermediate,0,2026-07-20
138,Follower,West Coast Swing,Advanced,23,2026-07-20
138,Follower,West Coast Swing,Professional,51,2026-07-20
138,Follower,West Coast Swing,Teacher,2,2026-07-20
140,Follower,West Coast Swing,Champion,4,2026-07-20
140,Follower,West Coast Swing,Advanced,94,2026-07-20
140,Follower,West Coast Swing,Professional,33,2026-07-20
141,Follower,West Coast Swing,Advanced,35,2026-07-20
141,Follower,West Coast Swing,Novice,10,2026-07-20
143,Leader,West Coast Swing,Advanced,12,2026-07-20
143,Leader,West Coast Swing,Intermediate,35,2026-07-20
143,Leader,West Coast Swing,Novice,14,2026-07-20
143,Leader,West Coast Swing,Master,32,2026-07-20
142,Follower,West Coast Swing,Champion,3,2026-07-20
142,Follower,West Coast Swing,Invitational,2,2026-07-20
142,Follower,West Coast Swing,Advanced,31,2026-07-20
142,Follower,West Coast Swing,Intermediate,1,2026-07-20
142,Follower,West Coast Swing,Master,55,2026-07-20
146,Leader,West Coast Swing,Advanced,1,2026-07-20
146,Leader,West Coast Swing,Intermediate,2,2026-07-20
146,Leader,West Coast Swing,Novice,14,2026-07-20
145,Leader,West Coast Swing,Novice,2,2026-07-20
144,Leader,West Coast Swing,Champion,11,2026-07-20
144,Leader,West Coast Swing,Invitational,10,2026-07-20
144,Leader,West Coast Swing,All-Star,54,2026-07-20
144,Leader,West Coast Swing,Advanced,27,2026-07-20
144,Leader,West Coast Swing,Novice,4,2026-07-20
144,Leader,West Coast Swing,Master,8,2026-07-20
144,Leader,West Coast Swing,Professional,6,2026-07-20
148,Follower,West Coast Swing,Intermediate,2,2026-07-20
148,Follower,West Coast Swing,Novice,12,2026-07-20
147,Follower,West Coast Swing,Advanced,7,2026-07-20
147,Follower,West Coast Swing,Master,700,2026-07-20
147,Follower,West Coast Swing,Sophisticated,2,2026-07-20
147,Follower,West Coast Swing,Professional,17,2026-07-20
150,Leader,West Coast Swing,Intermediate,3,2026-07-20
150,Leader,West Coast Swing,Novice,11,2026-07-20
151,Follower,West Coast Swing,Newcomer,4,2026-07-20
153,Leader,West Coast Swing,Intermediate,10,2026-07-20
153,Leader,West Coast Swing,Novice,10,2026-07-20
152,Follower,West Coast Swing,Advanced,15,2026-07-20
154,Leader,West Coast Swing,Novice,6,2026-07-20
154,Leader,West Coast Swing,Newcomer,1,2026-07-20
155,Follower,West Coast Swing,Advanced,2,2026-07-20
156,Leader,West Coast Swing,Advanced,3,2026-07-20
157,Leader,West Coast Swing,Intermediate,4,2026-07-20
158,Follower,West Coast Swing,Advanced,10,2026-07-20
159,Follower,West Coast Swing,Novice,8,2026-07-20
159,Follower,West Coast Swing,Professional,10,2026-07-20
162,Follower,West Coast Swing,Advanced,3,2026-07-20
162,Follower,West Coast Swing,Intermediate,9,2026-07-20
162,Follower,West Coast Swing,Novice,25,2026-07-20
162,Follower,West Coast Swing,Newcomer,0,2026-07-20
160,Follower,West Coast Swing,Champion,2,2026-07-20
160,Follower,West Coast Swing,All-Star,5,2026-07-20
160,Follower,West Coast Swing,Advanced,2,2026-07-20
160,Follower,West Coast Swing,Master,13,2026-07-20
160,Follower,West Coast Swing,Professional,1,2026-07-20
164,Leader,West Coast Swing,Advanced,4,2026-07-20
164,Leader,West Coast Swing,Professional,20,2026-07-20
165,Follower,West Coast Swing,Invitational,3,2026-07-20
165,Follower,West Coast Swing,All-Star,4,2026-07-20
165,Follower,West Coast Swing,Advanced,7,2026-07-20
165,Follower,West Coast Swing,Master,2,2026-07-20
165,Follower,West Coast Swing,Professional,30,2026-07-20
167,Follower,West Coast Swing,Advanced,6,2026-07-20
169,Follower,West Coast Swing,Advanced,16,2026-07-20
168,Follower,West Coast Swing,Advanced,1,2026-07-20
168,Follower,West Coast Swing,Intermediate,27,2026-07-20
168,Follower,West Coast Swing,Novice,10,2026-07-20
171,Leader,West Coast Swing,Novice,4,2026-07-20
171,Leader,West Coast Swing,Master,1,2026-07-20
172,Leader,West Coast Swing,Advanced,49,2026-07-20
172,Leader,West Coast Swing,Professional,15,2026-07-20
170,Leader,West Coast Swing,Champion,17,2026-07-20
170,Leader,West Coast Swing,Invitational,86,2026-07-20
170,Leader,West Coast Swing,Advanced,6,2026-07-20
170,Leader,West Coast Swing,Professional,122,2026-07-20
173,Follower,West Coast Swing,Champion,1,2026-07-20
173,Follower,West Coast Swing,All-Star,6,2026-07-20
173,Follower,West Coast Swing,Advanced,77,2026-07-20
173,Follower,West Coast Swing,Novice,7,2026-07-20
173,Follower,West Coast Swing,Master,71,2026-07-20
173,Follower,West Coast Swing,Professional,6,2026-07-20
174,Follower,West Coast Swing,Advanced,1,2026-07-20
174,Follower,West Coast Swing,Intermediate,6,2026-07-20
174,Follower,West Coast Swing,Novice,24,2026-07-20
174,Follower,West Coast Swing,Newcomer,6,2026-07-20
174,Follower,West Coast Swing,Master,53,2026-07-20
175,Leader,West Coast Swing,Advanced,7,2026-07-20
175,Leader,West Coast Swing,Intermediate,26,2026-07-20
175,Leader,West Coast Swing,Novice,14,2026-07-20
175,Leader,West Coast Swing,Master,35,2026-07-20
177,Follower,West Coast Swing,Advanced,21,2026-07-20
177,Follower,West Coast Swing,Novice,16,2026-07-20
176,Leader,West Coast Swing,All-Star,3,2026-07-20
176,Leader,West Coast Swing,Advanced,52,2026-07-20
176,Leader,West Coast Swing,Intermediate,0,2026-07-20
176,Leader,West Coast Swing,Novice,6,2026-07-20
176,Leader,West Coast Swing,Master,36,2026-07-20
179,Leader,West Coast Swing,Advanced,4,2026-07-20
179,Leader,West Coast Swing,Professional,3,2026-07-20
180,Follower,West Coast Swing,Invitational,1,2026-07-20
180,Follower,West Coast Swing,Advanced,4,2026-07-20
180,Follower,West Coast Swing,Professional,61,2026-07-20
181,Leader,West Coast Swing,Advanced,7,2026-07-20
181,Leader,West Coast Swing,Professional,19,2026-07-20
178,Leader,West Coast Swing,Champion,128,2026-07-20
178,Leader,West Coast Swing,Invitational,80,2026-07-20
178,Leader,West Coast Swing,All-Star,11,2026-07-20
178,Leader,West Coast Swing,Advanced,34,2026-07-20
178,Leader,West Coast Swing,Professional,178,2026-07-20
183,Follower,West Coast Swing,Master,6,2026-07-20
182,Leader,West Coast Swing,Advanced,3,2026-07-20
182,Leader,West Coast Swing,Master,3,2026-07-20
184,Leader,West Coast Swing,Intermediate,4,2026-07-20
184,Leader,West Coast Swing,Novice,4,2026-07-20
185,Follower,West Coast Swing,Advanced,6,2026-07-20
185,Follower,West Coast Swing,Professional,37,2026-07-20
186,Leader,West Coast Swing,Master,8,2026-07-20
186,Leader,West Coast Swing,Professional,14,2026-07-20
187,Follower,West Coast Swing,Novice,6,2026-07-20
188,Leader,West Coast Swing,Champion,4,2026-07-20
188,Leader,West Coast Swing,Advanced,32,2026-07-20
188,Leader,West Coast Swing,Novice,3,2026-07-20
188,Leader,West Coast Swing,Master,4,2026-07-20
188,Leader,West Coast Swing,Professional,29,2026-07-20
189,Follower,West Coast Swing,Invitational,2,2026-07-20
189,Follower,West Coast Swing,Advanced,16,2026-07-20
189,Follower,West Coast Swing,Intermediate,3,2026-07-20
189,Follower,West Coast Swing,Novice,10,2026-07-20
190,Leader,West Coast Swing,All-Star,6,2026-07-20
190,Leader,West Coast Swing,Advanced,63,2026-07-20
190,Leader,West Coast Swing,Novice,3,2026-07-20
190,Leader,West Coast Swing,Master,8,2026-07-20
191,Leader,West Coast Swing,Intermediate,8,2026-07-20
191,Leader,West Coast Swing,Novice,11,2026-07-20
191,Leader,West Coast Swing,Newcomer,3,2026-07-20
191,Leader,West Coast Swing,Master,8,2026-07-20
193,Leader,West Coast Swing,Advanced,2,2026-07-20
193,Leader,West Coast Swing,Master,7,2026-07-20
192,Leader,West Coast Swing,Intermediate,23,2026-07-20
192,Leader,West Coast Swing,Novice,4,2026-07-20
194,Follower,West Coast Swing,Intermediate,10,2026-07-20
194,Follower,West Coast Swing,Novice,14,2026-07-20
195,Leader,West Coast Swing,Advanced,24,2026-07-20
195,Leader,West Coast Swing,Intermediate,6,2026-07-20
195,Leader,West Coast Swing,Sophisticated,1,2026-07-20
195,Leader,Lindy,Advanced,10,2026-07-20
196,Follower,West Coast Swing,Juniors,6,2026-07-20
197,Follower,West Coast Swing,Intermediate,6,2026-07-20
197,Follower,West Coast Swing,Novice,10,2026-07-20
198,Follower,West Coast Swing,Advanced,61,2026-07-20
198,Follower,West Coast Swing,Novice,10,2026-07-20
198,Follower,West Coast Swing,Professional,45,2026-07-20
199,Leader,West Coast Swing,Advanced,22,2026-07-20
199,Leader,West Coast Swing,Master,10,2026-07-20
199,Leader,West Coast Swing,Professional,3,2026-07-20
200,Follower,West Coast Swing,Advanced,8,2026-07-20
200,Follower,West Coast Swing,Intermediate,26,2026-07-20
200,Follower,West Coast Swing,Novice,8,2026-07-20
200,Follower,West Coast Swing,Master,43,2026-07-20
203,Follower,West Coast Swing,Advanced,6,2026-07-20
203,Follower,West Coast Swing,Master,10,2026-07-20
203,Follower,West Coast Swing,Professional,4,2026-07-20
204,Leader,West Coast Swing,Invitational,4,2026-07-20
204,Leader,West Coast Swing,Advanced,42,2026-07-20
204,Leader,West Coast Swing,Professional,24,2026-07-20
205,Leader,West Coast Swing,Advanced,10,2026-07-20
202,Leader,West Coast Swing,Juniors,2,2026-07-20
207,Follower,West Coast Swing,Advanced,4,2026-07-20
208,Follower,West Coast Swing,Novice,10,2026-07-20
208,Follower,West Coast Swing,Master,0,2026-07-20
209,Leader,West Coast Swing,Novice,6,2026-07-20
209,Leader,West Coast Swing,Master,22,2026-07-20
212,Follower,West Coast Swing,Champion,9,2026-07-20
212,Follower,West Coast Swing,Invitational,6,2026-07-20
212,Follower,West Coast Swing,Advanced,28,2026-07-20
212,Follower,West Coast Swing,Professional,56,2026-07-20
213,Follower,West Coast Swing,Novice,2,2026-07-20
213,Follower,West Coast Swing,Master,9,2026-07-20
214,Leader,West Coast Swing,Champion,17,2026-07-20
214,Leader,West Coast Swing,Invitational,32,2026-07-20
214,Leader,West Coast Swing,All-Star,6,2026-07-20
214,Leader,West Coast Swing,Advanced,10,2026-07-20
214,Leader,West Coast Swing,Professional,8,2026-07-20
211,Leader,West Coast Swing,Champion,157,2026-07-20
211,Leader,West Coast Swing,Invitational,40,2026-07-20
211,Leader,West Coast Swing,All-Star,1,2026-07-20
211,Leader,West Coast Swing,Advanced,15,2026-07-20
211,Leader,West Coast Swing,Intermediate,4,2026-07-20
211,Leader,West Coast Swing,Novice,10,2026-07-20
211,Leader,West Coast Swing,Juniors,6,2026-07-20
211,Leader,West Coast Swing,Professional,64,2026-07-20
215,Follower,West Coast Swing,Novice,10,2026-07-20
216,Leader,West Coast Swing,Intermediate,1,2026-07-20
216,Follower,West Coast Swing,Invitational,8,2026-07-20
216,Follower,West Coast Swing,All-Star,49,2026-07-20
216,Follower,West Coast Swing,Advanced,124,2026-07-20
216,Follower,West Coast Swing,Intermediate,19,2026-07-20
216,Follower,West Coast Swing,Novice,18,2026-07-20
216,Follower,West Coast Swing,Master,418,2026-07-20
216,Follower,West Coast Swing,Sophisticated,18,2026-07-20
216,Follower,West Coast Swing,Professional,2,2026-07-20
217,Follower,West Coast Swing,Master,10,2026-07-20
218,Follower,West Coast Swing,Advanced,6,2026-07-20
219,Leader,West Coast Swing,Intermediate,18,2026-07-20
219,Leader,West Coast Swing,Novice,7,2026-07-20
219,Leader,West Coast Swing,Newcomer,1,2026-07-20
221,Follower,West Coast Swing,Intermediate,2,2026-07-20
221,Follower,West Coast Swing,Novice,7,2026-07-20
222,Leader,West Coast Swing,Intermediate,1,2026-07-20
222,Leader,West Coast Swing,Novice,5,2026-07-20
222,Leader,West Coast Swing,Newcomer,10,2026-07-20
220,Leader,West Coast Swing,Intermediate,2,2026-07-20
220,Leader,West Coast Swing,Novice,11,2026-07-20
220,Leader,West Coast Swing,Master,1,2026-07-20
223,Leader,West Coast Swing,Master,0,2026-07-20
224,Leader,West Coast Swing,Advanced,4,2026-07-20
225,Leader,West Coast Swing,Novice,2,2026-07-20
226,Follower,West Coast Swing,Advanced,27,2026-07-20
226,Follower,West Coast Swing,Intermediate,5,2026-07-20
226,Follower,West Coast Swing,Novice,0,2026-07-20
226,Follower,West Coast Swing,Master,109,2026-07-20
229,Leader,West Coast Swing,Novice,0,2026-07-20
228,Leader,West Coast Swing,Novice,9,2026-07-20
228,Follower,West Coast Swing,Newcomer,2,2026-07-20
227,Leader,West Coast Swing,Novice,10,2026-07-20
230,Follower,West Coast Swing,Advanced,3,2026-07-20
230,Follower,West Coast Swing,Intermediate,2,2026-07-20
230,Follower,West Coast Swing,Newcomer,2,2026-07-20
231,Follower,West Coast Swing,Advanced,53,2026-07-20
231,Follower,West Coast Swing,Novice,1,2026-07-20
231,Follower,West Coast Swing,Master,257,2026-07-20
231,Follower,West Coast Swing,Sophisticated,1,2026-07-20
231,Follower,West Coast Swing,Professional,2,2026-07-20
231,Follower,West Coast Swing,Teacher,1,2026-07-20
232,Leader,West Coast Swing,Master,0,2026-07-20
233,Follower,West Coast Swing,Advanced,10,2026-07-20
234,Leader,West Coast Swing,Novice,3,2026-07-20
235,Leader,West Coast Swing,Advanced,2,2026-07-20
238,Leader,West Coast Swing,Advanced,10,2026-07-20
236,Leader,West Coast Swing,Invitational,3,2026-07-20
236,Leader,West Coast Swing,Advanced,127,2026-07-20
236,Leader,West Coast Swing,Intermediate,10,2026-07-20
236,Leader,West Coast Swing,Master,4,2026-07-20
236,Leader,West Coast Swing,Professional,9,2026-07-20
237,Follower,West Coast Swing,Champion,116,2026-07-20
237,Follower,West Coast Swing,Invitational,41,2026-07-20
237,Follower,West Coast Swing,All-Star,3,2026-07-20
237,Follower,West Coast Swing,Advanced,3,2026-07-20
237,Follower,West Coast Swing,Professional,53,2026-07-20
239,Follower,West Coast Swing,Advanced,47,2026-07-20
239,Follower,West Coast Swing,Novice,10,2026-07-20
240,Follower,West Coast Swing,Novice,4,2026-07-20
240,Follower,West Coast Swing,Master,0,2026-07-20
241,Follower,West Coast Swing,All-Star,2,2026-07-20
241,Follower,West Coast Swing,Advanced,22,2026-07-20
241,Follower,West Coast Swing,Novice,10,2026-07-20
241,Follower,West Coast Swing,Master,85,2026-07-20
241,Follower,West Coast Swing,Professional,1,2026-07-20
242,Follower,West Coast Swing,Champion,572,2026-07-20
